OID_,FacilityType,FacilityNumber,FacilityName,Licensee,FacilityEmail,FacilityAdministrator,FacilityTelephoneNumber,FacilityAddress,FacilityCity,FacilityState,FacilityZip,CountyName,RegionalOffice,FacilityCapacity,FacilityStatus,LicenseFirstDate,ClosedDate,LastVisitDate,InspectionVisits,ComplaintVisits,OtherVisits,TotalVisits,InspectTypeA,InspectTypeB,OtherTypeA,OtherTypeB,POINT_X,POINT_Y
12,ADULT RESIDENTIAL,370802316.000000000000000,GAITAN'S BOARD & CARE FACILITY,"GAITAN, DOLORES",,"GAITAN, DOLORES",(619) 423-3313,761 16TH STREET,SAN DIEGO,CA,92154.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,CLOSED,11/20/1993 0:00:00,11/9/2023 0:00:00,11/9/2023 0:00:00,2.000000000000000,0.000000000000000,1.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6300044.000000000000000,1792837.000000000000000
13,ADULT RESIDENTIAL,370802757.000000000000000,VOA-CARLTON G. LUHMAN CENTER FOR SUPPORTIVE LIVING,"VOLUNTEERS OF AMERICA, SOUTHWEST CA, INC.",,"MURRY, DAYLIN",(619) 447-2428,290 S. MAGNOLIA,EL CAJON,CA,92020.000000000000000,SAN DIEGO,8.000000000000000,39.000000000000000,CLOSED,6/25/1985 0:00:00,8/30/2024 0:00:00,8/29/2024 0:00:00,3.000000000000000,6.000000000000000,6.000000000000000,15.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,6342680.000000000000000,1869083.000000000000000
14,ADULT RESIDENTIAL,370802857.000000000000000,CARROLL'S COMMUNITY CARE,"MEYERS JR, DONALD AND WILLIE ANN",,ROGELIO HERNANDEZ,(619) 442-8893,523 EMERALD AVENUE,EL CAJON,CA,92020.000000000000000,SAN DIEGO,8.000000000000000,70.000000000000000,LICENSED,3/31/1993 0:00:00,,12/8/2025 0:00:00,3.000000000000000,35.000000000000000,5.000000000000000,43.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6340845.000000000000000,1868211.000000000000000
15,ADULT RESIDENTIAL,370802865.000000000000000,ORLANDO GUEST HOME,"HUERTAS, ANTONIO AND FANNIE",,CYRALYNN MABALOT,(619) 444-9411,297 -299 ORLANDO,EL CAJON,CA,92021.000000000000000,SAN DIEGO,8.000000000000000,34.000000000000000,LICENSED,12/18/1986 0:00:00,,10/29/2025 0:00:00,3.000000000000000,5.000000000000000,6.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6349672.000000000000000,1870632.000000000000000
16,ADULT RESIDENTIAL,370803020.000000000000000,BAUM FAMILY CARE HOME,"BAUM, RONALD PHILIP & CHERYL ANN",,"BAUM, RONALD&CHERYL",(619) 390-8978,9627 RANCHO MIRAGE LANE,LAKESIDE,CA,92040.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,4/21/1982 0:00:00,,12/5/2025 0:00:00,4.000000000000000,5.000000000000000,1.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6358703.000000000000000,1889624.000000000000000
17,ADULT DAY PROGRAM,370803149.000000000000000,ARC-EAST COUNTY TRAINING CENTER,ARC-EAST COUNTY CHAPTER,,LEILANIE BALTAZAR-CHARLOT,(619) 444-9417,1374 E. LEXINGTON AVENUE,EL CAJON,CA,92019.000000000000000,SAN DIEGO,8.000000000000000,180.000000000000000,LICENSED,7/15/1993 0:00:00,,7/8/2025 0:00:00,5.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6352190.000000000000000,1869043.000000000000000
18,ADULT RESIDENTIAL,370803166.000000000000000,MICHAEL GASTELUM A.R.F.,"GASTELUM, MICHAEL",,"GASTELUM, MICHAEL",(619) 465-5208,3705 SINCLAIR LANE,SPRING VALLEY,CA,91977.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,11/6/1985 0:00:00,,9/30/2025 0:00:00,5.000000000000000,2.000000000000000,1.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,6331331.000000000000000,1852354.000000000000000
19,ADULT RESIDENTIAL,370803168.000000000000000,TURMAN'S RESIDENTIAL FACILITY 7,"TURMAN, LINDA",,KELLY GALLOWAY,(619) 312-1679,8384 MELROSE LANE,EL CAJON,CA,92021.000000000000000,SAN DIEGO,8.000000000000000,8.000000000000000,LICENSED,1/10/1986 0:00:00,,12/1/2025 0:00:00,4.000000000000000,8.000000000000000,4.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.000000000000000,6355242.000000000000000,1882190.000000000000000
20,ADULT DAY PROGRAM,370803192.000000000000000,ARC OF SAN DIEGO-SOL AND RUTH GERBER FAMILY CENTER,"ARC OF SAN DIEGO, THE",,OTERIA TERI"" MEDLEY"",(610) 800-3635,1280 NOLAN AVENUE,CHULA VISTA,CA,91911.000000000000000,SAN DIEGO,8.000000000000000,186.000000000000000,LICENSED,9/26/1993 0:00:00,,9/12/2025 0:00:00,4.000000000000000,1.000000000000000,5.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,8.000000000000000,6317482.000000000000000,1804422.000000000000000
21,ADULT RESIDENTIAL,370803204.000000000000000,TURMANS - LAGUNA,"TURMAN, LINDA",,LINDA TURMAN,(619) 447-8649,850  LAGUNA AVENUE,EL CAJON,CA,92020.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,7/29/1986 0:00:00,,7/17/2025 0:00:00,4.000000000000000,0.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6339449.000000000000000,1864110.000000000000000
22,ADULT DAY PROGRAM,370804393.000000000000000,CASA DE SERVICIOS,"SAN YSIDRO URBAN COUNCIL, INC.",,JORGE ARANGURE,(619) 423-1901,1188 BEYER WAY SUITE 101,SAN DIEGO,CA,92154.000000000000000,SAN DIEGO,8.000000000000000,30.000000000000000,CLOSED,12/19/1993 0:00:00,7/20/2022 0:00:00,12/13/2021 0:00:00,2.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6310431.000000000000000,1789858.000000000000000
23,ADULT DAY PROGRAM,370804406.000000000000000,"GEORGE G. GLENNER ALZHEIMER'S FAMILY CENTER, INC.","ALZHEIMER'S FAMILY CENTER, INC.",,SCOTT TARDE,(619) 543-4704,3686 FOURTH AVE.,SAN DIEGO,CA,92103.000000000000000,SAN DIEGO,8.000000000000000,24.000000000000000,LICENSED,12/10/1986 0:00:00,,12/22/2025 0:00:00,4.000000000000000,0.000000000000000,1.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6281299.000000000000000,1852062.000000000000000
24,ADULT RESIDENTIAL,370808051.000000000000000,MARSELL'S ADULT RESIDENTIAL FACILITY #2,SELL MARTHA J. AND VICTOR A.,,MARTHA SELL,(619) 328-0030,1460 E. LEXINGTON,EL CAJON,CA,92021.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,3/2/1988 0:00:00,,4/22/2025 0:00:00,3.000000000000000,2.000000000000000,2.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6352996.000000000000000,1869036.000000000000000
25,ADULT RESIDENTIAL,370808095.000000000000000,ALPINE TERRACE,"JOHNSTON, DEBORAH",,DEBORAH JOHNSTON,(619) 445-8716,1544 ALPINE TERRACE,ALPINE,CA,91901.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,6/7/1988 0:00:00,,6/6/2025 0:00:00,3.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,6398016.000000000000000,1883483.000000000000000
26,ADULT RESIDENTIAL,370808104.000000000000000,NEW BAY TERRACE BOARD AND CARE,"AGUINALDO, HONESTO",,AMOR AGUINALDO,(619) 512-1085,6191 PARKSIDE AVENUE,SAN DIEGO,CA,92139.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,8/31/1988 0:00:00,,8/29/2025 0:00:00,5.000000000000000,0.000000000000000,2.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6314671.000000000000000,1823130.000000000000000
27,ADULT RESIDENTIAL,370808112.000000000000000,FANCOR GUEST HOME,"HUERTAS, ANTONIO AND FANNIE",,"HUERTAS, FANNIE",(619) 588-1761,631-651 TAFT AVENUE,EL CAJON,CA,92020.000000000000000,SAN DIEGO,8.000000000000000,44.000000000000000,LICENSED,8/25/1988 0:00:00,,12/3/2025 0:00:00,5.000000000000000,15.000000000000000,3.000000000000000,23.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6344651.000000000000000,1867507.000000000000000
28,ADULT RESIDENTIAL,370808140.000000000000000,GUERRERO ADULT RESIDENTIAL FACILITY #2,"GUERRERO, JOSE & JESUSA",,"GUERRERO, JOSE M.",(619) 424-7927,758 HARRIS AVENUE,SAN DIEGO,CA,92154.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,3/2/1989 0:00:00,,3/10/2025 0:00:00,4.000000000000000,0.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6304949.000000000000000,1792829.000000000000000
29,ADULT RESIDENTIAL,370808189.000000000000000,MARSELL'S A.R.F. #3,"SELL, MARTHA AND VICTOR",,"SELL, MARTHA",(619) 443-6048,10002 DUNBAR LANE,EL CAJON,CA,92021.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,5/12/1989 0:00:00,,5/9/2025 0:00:00,5.000000000000000,0.000000000000000,2.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,6386000.000000000000000,1896204.000000000000000
30,ADULT RESIDENTIAL,370808219.000000000000000,SAINT ANNE GUEST HOME,"RAMOS, ENRIQUE T. AND LIBRADA O.",,ENRIQUE RAMOS,(619) 399-5196,3027 SABINA DRIVE,SAN DIEGO,CA,92139.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,8/1/1989 0:00:00,,8/25/2025 0:00:00,3.000000000000000,0.000000000000000,1.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.000000000000000,6315607.000000000000000,1823993.000000000000000
31,ADULT RESIDENTIAL,370808288.000000000000000,TURMAN'S CLARENDON HOUSE I,"TURMAN, LINDA",,KELLY GALLOWAY,(619) 588-5493,1280 CLARENDON STREET,EL CAJON,CA,92021.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,3/28/1990 0:00:00,,4/18/2025 0:00:00,4.000000000000000,2.000000000000000,2.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6350762.000000000000000,1874825.000000000000000
32,ADULT RESIDENTIAL,370808289.000000000000000,TURMAN'S CLARENDON HOUSE II,"TURMAN, LINDA",,MICHELYNNE ELLIOT,(619) 588-7465,1284 CLARENDON STREET,EL CAJON,CA,92021.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,3/28/1990 0:00:00,,3/14/2025 0:00:00,3.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6350711.000000000000000,1874825.000000000000000
33,ADULT RESIDENTIAL,370808290.000000000000000,TURMAN'S CLARENDON HOUSE III,"TURMAN, LINDA",,KELLY GALLOWAY,(619) 440-5143,1288 CLARENDON STREET,EL CAJON,CA,92021.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,3/9/1990 0:00:00,,3/14/2025 0:00:00,3.000000000000000,1.000000000000000,2.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,6350660.000000000000000,1874826.000000000000000
34,ADULT RESIDENTIAL,370808298.000000000000000,JACKIE'S BOARD AND CARE,JACKIE CUNNINGHAM,,JACKIE CUNNINGHAM,(619) 258-7390,10863 EL NOPAL,SANTEE,CA,92071.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,3/15/1990 0:00:00,,3/7/2025 0:00:00,4.000000000000000,0.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6342812.000000000000000,1894534.000000000000000
35,ADULT RESIDENTIAL,370808315.000000000000000,VELASCO HOME II,"VELASCO, GUILLERMO & MARCELINA",,ELIZABETH VELASCO,(619) 585-1283,1537 LARKHAVEN DRIVE,CHULA VISTA,CA,91911.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,6/5/1990 0:00:00,,6/11/2025 0:00:00,5.000000000000000,0.000000000000000,2.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22.000000000000000,6316422.000000000000000,1799612.000000000000000
36,ADULT RESIDENTIAL,370808334.000000000000000,"LEWIS, FRANK & KAREN","LEWIS, FRANK & KAREN",,"LEWIS, KAREN",(619) 985-3435,864 PALOMAR AVENUE,EL CAJON,CA,92020.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,CLOSED,8/27/1990 0:00:00,10/9/2023 0:00:00,10/12/2023 0:00:00,3.000000000000000,0.000000000000000,1.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6339207.000000000000000,1863856.000000000000000
37,ADULT RESIDENTIAL,370808350.000000000000000,BAUM ADULT RESIDENTIAL FACILITY #2,"BAUM, RONALD AND CHERYL",,"BAUM, CHERYL",(619) 561-7524,9680 PETITE LANE,LAKESIDE,CA,92040.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,10/17/1990 0:00:00,,9/17/2025 0:00:00,6.000000000000000,0.000000000000000,1.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6358360.000000000000000,1891485.000000000000000
38,ADULT RESIDENTIAL,370808354.000000000000000,NINA'S ADULT RESIDENTIAL FACILITY,"GUEVARRA, FILOMENA",,"FRANI, DENISA",(619) 856-4551,2661 ZULU WAY,SAN DIEGO,CA,92139.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,11/14/1990 0:00:00,,11/25/2025 0:00:00,5.000000000000000,1.000000000000000,4.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,3.000000000000000,6317472.000000000000000,1827466.000000000000000
39,ADULT DAY PROGRAM,370808372.000000000000000,"UNYEWAY, INC.-ADULT DEVELOPMENT CENTER","UNYEWAY, INC.",,BLANCA VASQUEZ,(619) 562-6330,"11440 RIVERSIDE DR, A-D & I-K",LAKESIDE,CA,92040.000000000000000,SAN DIEGO,8.000000000000000,224.000000000000000,LICENSED,12/6/1990 0:00:00,,12/2/2025 0:00:00,4.000000000000000,4.000000000000000,2.000000000000000,10.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6348043.000000000000000,1893934.000000000000000
40,ADULT RESIDENTIAL,370808376.000000000000000,GUIDING LIGHT WAY HOME #2,"PUNONGBAYAN, ELIZABETH & BARTOLOME, LENI P",,RONEL PUNONGBAYAN,(619) 463-2602,567 SEARS AVENUE,SAN DIEGO,CA,92114.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,1/17/1991 0:00:00,,1/23/2025 0:00:00,3.000000000000000,4.000000000000000,2.000000000000000,9.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6322624.000000000000000,1839103.000000000000000
41,ADULT RESIDENTIAL,370808383.000000000000000,"GARDEN HOUSE ADULT RESIDENTIAL FACILITY, THE","GUTIERREZ, LUIS I.",,"GUTIERREZ, LUIS & REBECA",(619) 475-5640,5640 ALLEGHANY ST.,SAN DIEGO,CA,92139.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,10/4/1991 0:00:00,,10/28/2025 0:00:00,5.000000000000000,1.000000000000000,3.000000000000000,9.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.000000000000000,6309521.000000000000000,1827849.000000000000000
42,ADULT RESIDENTIAL,370808391.000000000000000,VITIN CARE HOME #2,"VITIN, DIANA B.",,MIRIAM WAUGH & DIANA VITIN,(619) 428-0711,1493 ILEXEY AVE.,SAN DIEGO,CA,92154.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,CLOSED,5/13/1991 0:00:00,5/9/2024 0:00:00,5/9/2024 0:00:00,3.000000000000000,2.000000000000000,1.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6316983.000000000000000,1788379.000000000000000
43,ADULT RESIDENTIAL,370808412.000000000000000,CLARK ADULT RESIDENTIAL FACILITY,"CLARK, ADRIANNE & JAMES D.",,ADRIANNE CLARK,(619) 579-0783,2402 EUCLID AVENUE,EL CAJON,CA,92019.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,5/15/1991 0:00:00,,5/27/2025 0:00:00,5.000000000000000,1.000000000000000,0.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6362770.000000000000000,1868526.000000000000000
44,ADULT RESIDENTIAL,370808438.000000000000000,"BAUM ADULT RESIDENTIAL FACILITY, #3",RONALD & CHERYL BAUM,,CHERYL BAUM,(619) 561-7524,9905 CIRCA VALLE VERDE,EL CAJON,CA,92021.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,9/10/1991 0:00:00,,8/27/2025 0:00:00,4.000000000000000,0.000000000000000,1.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6373033.000000000000000,1895994.000000000000000
45,SOCIAL REHABILITATION FACILITY,370808447.000000000000000,DEL SUR CRISIS CENTER,COMMUNITY RESEARCH FOUNDATION,,"ARREDONDO, AIDE",(619) 575-4687,892 27TH STREET,SAN DIEGO,CA,92154.000000000000000,SAN DIEGO,8.000000000000000,12.000000000000000,LICENSED,11/22/1991 0:00:00,,11/22/2025 0:00:00,5.000000000000000,6.000000000000000,8.000000000000000,19.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,6307303.000000000000000,1792220.000000000000000
46,SOCIAL REHABILITATION FACILITY,370808449.000000000000000,NEW VISTAS,COMMUNITY RESEARCH FOUNDATION,,CINDY ROBINSON,(619) 239-4663,734 10TH AVENUE,SAN DIEGO,CA,92101.000000000000000,SAN DIEGO,8.000000000000000,14.000000000000000,LICENSED,8/18/1994 0:00:00,,8/6/2025 0:00:00,3.000000000000000,5.000000000000000,6.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6283036.000000000000000,1840432.000000000000000
47,ADULT RESIDENTIAL,370808451.000000000000000,MORNING BREEZE HOME,"GARCIA, EMERITA & NELSON",,"GARCIA, EMERITA",(619) 472-1163,1630 MORNING BREEZE LANE,NATIONAL CITY,CA,91950.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,9/10/1992 0:00:00,,8/7/2025 0:00:00,4.000000000000000,0.000000000000000,1.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6306899.000000000000000,1826492.000000000000000
48,SOCIAL REHABILITATION FACILITY,370808454.000000000000000,HALCYON CENTER,COMMUNITY RESEARCH FOUNDATION,,PRISCILLA GROSSMAN,(619) 579-8685,1664 BROADWAY,EL CAJON,CA,92021.000000000000000,SAN DIEGO,8.000000000000000,14.000000000000000,LICENSED,4/19/1993 0:00:00,,4/14/2025 0:00:00,3.000000000000000,0.000000000000000,2.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,6356169.000000000000000,1874484.000000000000000
49,ADULT RESIDENTIAL,370808459.000000000000000,BIGNELL HOME CARE,"RAMOS, LIBRADA O. AND ENRIQUE",,LIBRADA RAMOS,(619) 470-4531,7345 BIGNELL DRIVE,SAN DIEGO,CA,92139.000000000000000,SAN DIEGO,8.000000000000000,4.000000000000000,LICENSED,3/16/1992 0:00:00,,3/21/2025 0:00:00,4.000000000000000,6.000000000000000,4.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,6320083.000000000000000,1831436.000000000000000
50,ADULT RESIDENTIAL,370808482.000000000000000,DSC - VILLAGE HOUSE,DEVELOPMENTAL SERVICES CONTINUUM,,KRISTEN HOLLOBAUGH,(619) 697-1611,6010 HOWELL,LA MESA,CA,91942.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,LICENSED,3/17/1992 0:00:00,,8/11/2025 0:00:00,4.000000000000000,4.000000000000000,1.000000000000000,9.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6332081.000000000000000,1867310.000000000000000
