OID_,OSHPD_ID,PERM_ID,FACILITY_NAME,LICENSE_NUM,FACILITY_LEVEL_DESC,DBA_ADDRESS1,DBA_CITY,DBA_ZIP_CODE,COUNTY_CODE,COUNTY_NAME,ER_SERVICE_LEVEL_DESC,TOTAL_NUMBER_BEDS,FACILITY_STATUS_DESC,FACILITY_STATUS_DATE,LICENSE_TYPE_DESC,LICENSE_CATEGORY_DESC,LATITUDE,LONGITUDE
141,206370720.000000000000000,,HILLDALE HABILITATION CENTER,90000058.000000000000000,ICF/Dev. Disabled,7979 LA MESA BOULEVARD,LA MESA,91942.000000000000000,37.000000000000000,San Diego,Not Applicable,57.000000000000000,Open,1/27/1964 0:00:00,Long Term Care Facility,ICF/Dev. Disabled,32.764074800000003,-117.025974099999999
142,206370723.000000000000000,22282.000000000000000,PALOMAR HEIGHTS POST ACUTE,80000060.000000000000000,Skilled Nursing Facility,1260 EAST OHIO AVE,ESCONDIDO,92027.000000000000000,37.000000000000000,San Diego,Not Applicable,98.000000000000000,Open,1/3/1963 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.128945999999999,-117.064487600000007
143,206370732.000000000000000,22332.000000000000000,KEARNY MESA CONVALESCENT AND NURSING HOME,80000063.000000000000000,Skilled Nursing Facility,7675 FAMILY CIRCLE DRIVE,SAN DIEGO,92111.000000000000000,37.000000000000000,San Diego,Not Applicable,98.000000000000000,Open,11/12/1965 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.798888900000001,-117.157260300000004
144,206370735.000000000000000,22335.000000000000000,ARBOR HILLS NURSING CENTER,80000066.000000000000000,Skilled Nursing Facility,7800 PARKWAY DRIVE,LA MESA,91942.000000000000000,37.000000000000000,San Diego,Not Applicable,100.000000000000000,Open,5/24/1966 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.774861799999996,-117.028586899999993
145,206370736.000000000000000,22283.000000000000000,LEMON GROVE CARE AND REHABILITATION CENTER,90000067.000000000000000,Skilled Nursing Facility,8351 BROADWAY,LEMON GROVE,91945.000000000000000,37.000000000000000,San Diego,Not Applicable,158.000000000000000,Open,2/10/1964 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.746777199999997,-117.017285200000003
146,206370737.000000000000000,22336.000000000000000,PARKSIDE HEALTH AND WELLNESS CENTER,90000068.000000000000000,Skilled Nursing Facility,444 W. LEXINGTON AVE.,EL CAJON,92020.000000000000000,37.000000000000000,San Diego,Not Applicable,52.000000000000000,Open,5/17/1966 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.792931699999997,-116.967250600000000
147,206370740.000000000000000,22278.000000000000000,COTTONWOOD CANYON HEALTHCARE CENTER,90000071.000000000000000,Skilled Nursing Facility,1391 EAST MADISON AVENUE,EL CAJON,92021.000000000000000,37.000000000000000,San Diego,Not Applicable,96.000000000000000,Open,11/23/1966 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.799838600000001,-116.932105600000000
148,206370741.000000000000000,22338.000000000000000,MAGNOLIA POST ACUTE CARE,90000072.000000000000000,Skilled Nursing Facility,635 S. MAGNOLIA AVE,EL CAJON,92020.000000000000000,37.000000000000000,San Diego,Not Applicable,99.000000000000000,Open,2/16/1968 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.788670600000003,-116.961648100000005
149,206370747.000000000000000,22341.000000000000000,HILLCREST HEIGHTS HEALTHCARE CENTER,90000077.000000000000000,Skilled Nursing Facility,4033 SIXTH AVENUE,SAN DIEGO,92103.000000000000000,37.000000000000000,San Diego,Not Applicable,96.000000000000000,Open,1/16/1967 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.750490900000003,-117.158388900000006
150,206370750.000000000000000,22862.000000000000000,MOUNT MIGUEL COVENANT VILLAGE HEALTH FACILITY,90000080.000000000000000,Skilled Nursing Facility,325 KEMPTON STREET,SPRING VALLEY,91977.000000000000000,37.000000000000000,San Diego,Not Applicable,90.000000000000000,Open,4/11/1972 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.702351999999998,-117.000418300000007
151,206370752.000000000000000,22346.000000000000000,ENCINITAS POST-ACUTE,80000081.000000000000000,Skilled Nursing Facility,900 SANTA FE DRIVE,ENCINITAS,92024.000000000000000,37.000000000000000,San Diego,Not Applicable,99.000000000000000,Open,5/13/1963 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.036906299999998,-117.272539399999999
152,206370756.000000000000000,22783.000000000000000,REO VISTA HEALTHCARE CENTER,90000084.000000000000000,Skilled Nursing Facility,6061 BANBURY STREET,SAN DIEGO,92139.000000000000000,37.000000000000000,San Diego,Not Applicable,162.000000000000000,Open,7/11/1972 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.670622799999997,-117.059613999999996
153,206370763.000000000000000,22351.000000000000000,THE PAVILION AT OCEAN POINT,90000088.000000000000000,Skilled Nursing Facility,3202 DUKE STREET,SAN DIEGO,92110.000000000000000,37.000000000000000,San Diego,Not Applicable,133.000000000000000,Open,1/23/1964 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.752731900000001,-117.219175899999996
154,206370765.000000000000000,22354.000000000000000,THE ROYAL HOME,80000090.000000000000000,Skilled Nursing Facility,12436 ROYAL ROAD,EL CAJON,92021.000000000000000,37.000000000000000,San Diego,Not Applicable,19.000000000000000,Open,1/1/1962 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.824338900000001,-116.924100699999997
155,206370769.000000000000000,22356.000000000000000,LA MESA HEALTHCARE CENTER,90000007.000000000000000,Skilled Nursing Facility,3780 MASSACHUSETTS AVENUE,LA MESA,91941.000000000000000,37.000000000000000,San Diego,Not Applicable,94.000000000000000,Open,2/1/1961 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.745846700000001,-117.043311700000004
156,206370770.000000000000000,22360.000000000000000,JACOB HEALTH CARE CENTER,90000093.000000000000000,Skilled Nursing Facility,4075 54TH STREET,SAN DIEGO,92105.000000000000000,37.000000000000000,San Diego,Not Applicable,128.000000000000000,Open,10/25/1963 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.750432099999998,-117.077546400000003
157,206370776.000000000000000,22367.000000000000000,BRIGHTON PLACE SPRING VALLEY,90000095.000000000000000,Skilled Nursing Facility,9009 CAMPO ROAD,SPRING VALLEY,91977.000000000000000,37.000000000000000,San Diego,Not Applicable,75.000000000000000,Open,6/14/1950 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.751567199999997,-117.003315400000005
158,206370778.000000000000000,22370.000000000000000,"GRANITE HILLS HEALTHCARE & WELLNESS CENTRE, LLC",90000097.000000000000000,Skilled Nursing Facility,1340 E. MADISON AVENUE,EL CAJON,92021.000000000000000,37.000000000000000,San Diego,Not Applicable,99.000000000000000,Open,5/24/1966 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.800837399999999,-116.934141400000001
159,206370779.000000000000000,22371.000000000000000,LA JOLLA POST-ACUTE,80000098.000000000000000,Skilled Nursing Facility,2552 TORREY PINES ROAD,LA JOLLA,92037.000000000000000,37.000000000000000,San Diego,Not Applicable,161.000000000000000,Open,7/21/1969 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.851742999999999,-117.248666700000001
160,206370781.000000000000000,22281.000000000000000,LA PALOMA HEALTHCARE CENTER,80000100.000000000000000,Skilled Nursing Facility,3232 THUNDER DRIVE,OCEANSIDE,92056.000000000000000,37.000000000000000,San Diego,Not Applicable,93.000000000000000,Open,2/4/1964 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.187051099999998,-117.287538499999997
161,206370784.000000000000000,22374.000000000000000,VALLEY VISTA POST-ACUTE,80000102.000000000000000,Skilled Nursing Facility,1025 WEST SECOND AVENUE,ESCONDIDO,92025.000000000000000,37.000000000000000,San Diego,Not Applicable,59.000000000000000,Open,1/17/1961 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.111835599999999,-117.093175799999997
162,206370790.000000000000000,22378.000000000000000,VISTA VIEW POST ACUTE,80000108.000000000000000,Skilled Nursing Facility,304 NORTH MELROSE DRIVE,VISTA,92083.000000000000000,37.000000000000000,San Diego,Not Applicable,176.000000000000000,Open,6/28/1960 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.200844600000003,-117.256359200000006
163,206370792.000000000000000,22380.000000000000000,WHITE SANDS OF LA JOLLA,80000109.000000000000000,Skilled Nursing Facility,7450 OLIVETAS AVENUE,LA JOLLA,92037.000000000000000,37.000000000000000,San Diego,Not Applicable,38.000000000000000,Open,10/30/1961 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.838134500000002,-117.280378900000002
164,206370793.000000000000000,22382.000000000000000,AMAYA SPRINGS HEALTH CARE CENTER,90000110.000000000000000,Skilled Nursing Facility,8625 LAMAR STREET,SPRING VALLEY,91977.000000000000000,37.000000000000000,San Diego,Not Applicable,50.000000000000000,Open,4/14/1958 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.738209800000000,-117.013707999999994
165,206370794.000000000000000,22383.000000000000000,LAKESIDE SPECIAL CARE CENTER,80000111.000000000000000,Skilled Nursing Facility,11962 WOODSIDE AVENUE,LAKESIDE,92040.000000000000000,37.000000000000000,San Diego,Not Applicable,152.000000000000000,Open,3/31/1958 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.855807100000000,-116.935084399999994
166,206370853.000000000000000,22306.000000000000000,STILLWATER POST-ACUTE,90000117.000000000000000,Skilled Nursing Facility,510 EAST WASHINGTON AVENUE,EL CAJON,92020.000000000000000,37.000000000000000,San Diego,Not Applicable,256.000000000000000,Open,3/23/1962 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.788255200000002,-116.955566300000001
167,206370904.000000000000000,23357.000000000000000,SOUTH BAY POST ACUTE CARE,90000120.000000000000000,Skilled Nursing Facility,553 F STREET,CHULA VISTA,91910.000000000000000,37.000000000000000,San Diego,Not Applicable,99.000000000000000,Open,2/17/1976 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.638767999999999,-117.090762299999994
168,206371261.000000000000000,24384.000000000000000,PARADISE VALLEY HEALTH CARE CENTER,90000141.000000000000000,Skilled Nursing Facility,2575 EAST EIGHTH STREET,NATIONAL CITY,91950.000000000000000,37.000000000000000,San Diego,Not Applicable,86.000000000000000,Open,6/15/1978 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.684456500000003,-117.080189700000005
169,206371270.000000000000000,22297.000000000000000,BELLA VISTA HEALTH CENTER,90000142.000000000000000,Skilled Nursing Facility,7922 PALM STREET,LEMON GROVE,91945.000000000000000,37.000000000000000,San Diego,Not Applicable,99.000000000000000,Open,1/1/2010 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.735126800000003,-117.028054400000002
170,206371321.000000000000000,24336.000000000000000,REDWOOD TERRACE HEALTH CENTER,80000145.000000000000000,Skilled Nursing Facility,710 W 13TH AVENUE,ESCONDIDO,92025.000000000000000,37.000000000000000,San Diego,Not Applicable,59.000000000000000,Open,4/11/1978 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.106524800000003,-117.083478499999998
171,206371458.000000000000000,22272.000000000000000,BRADLEY COURT,80000153.000000000000000,Skilled Nursing Facility,675 E. BRADLEY AVENUE,EL CAJON,92021.000000000000000,37.000000000000000,San Diego,Not Applicable,56.000000000000000,Open,10/3/1960 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.818302699999997,-116.952311199999997
172,206371593.000000000000000,24741.000000000000000,POWAY HEALTHCARE CENTER,80000177.000000000000000,Skilled Nursing Facility,15632 POMERADO ROAD,POWAY,92064.000000000000000,37.000000000000000,San Diego,Not Applicable,99.000000000000000,Open,5/19/1981 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.997197600000000,-117.058356200000006
173,206371598.000000000000000,24766.000000000000000,ST. PAUL'S HEALTH CARE CENTER,90000181.000000000000000,Skilled Nursing Facility,235 NUTMEG STREET,SAN DIEGO,92103.000000000000000,37.000000000000000,San Diego,Not Applicable,59.000000000000000,Open,1/4/1982 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.733225400000002,-117.162408200000002
174,206371658.000000000000000,25605.000000000000000,AVIARA HEALTHCARE CENTER,80000220.000000000000000,Skilled Nursing Facility,944 REGAL ROAD,ENCINITAS,92024.000000000000000,37.000000000000000,San Diego,Not Applicable,120.000000000000000,Open,9/3/1984 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.040349300000003,-117.282880899999995
175,206371703.000000000000000,25561.000000000000000,BOULDER CREEK POST ACUTE,80000251.000000000000000,Skilled Nursing Facility,12696 MONTE VISTA ROAD,POWAY,92064.000000000000000,37.000000000000000,San Diego,Not Applicable,149.000000000000000,Open,7/24/1985 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.994968999999998,-117.054274500000005
176,206371716.000000000000000,25636.000000000000000,OCEAN VIEW POST ACUTE,80000260.000000000000000,Skilled Nursing Facility,1980 FELICITA ROAD,ESCONDIDO,92025.000000000000000,37.000000000000000,San Diego,Not Applicable,120.000000000000000,Open,1/14/1986 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.097531099999998,-117.081844599999997
177,206374014.000000000000000,25822.000000000000000,CASTLE MANOR NURSING AND REHABILITATION CENTER,90000294.000000000000000,Skilled Nursing Facility,541 S. V AVENUE,NATIONAL CITY,91950.000000000000000,37.000000000000000,San Diego,Not Applicable,99.000000000000000,Open,6/19/1987 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.682696399999998,-117.083350699999997
178,206374019.000000000000000,25876.000000000000000,STANFORD COURT SKILLED NURSING AND REHAB CENTER,80000299.000000000000000,Skilled Nursing Facility,8778 CUYUMACA STREET,SANTEE,92071.000000000000000,37.000000000000000,San Diego,Not Applicable,105.000000000000000,Open,10/28/1987 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.834716999999998,-116.985656100000000
179,206374028.000000000000000,25978.000000000000000,CARMEL MOUNTAIN REHABILITATION & HEALTHCARE CENTER,80000315.000000000000000,Skilled Nursing Facility,11895 AVENUE OF INDUSTRY,SAN DIEGO,92128.000000000000000,37.000000000000000,San Diego,Not Applicable,120.000000000000000,Open,9/20/1988 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.990697800000000,-117.074049599999995
180,206374029.000000000000000,25979.000000000000000,VILLA RANCHO BERNARDO CARE CENTER,80000316.000000000000000,Skilled Nursing Facility,15720 BERNARDO CENTER DRIVE,SAN DIEGO,92127.000000000000000,37.000000000000000,San Diego,Not Applicable,299.000000000000000,Open,10/12/1988 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.005722100000000,-117.094260599999998
181,206374038.000000000000000,26080.000000000000000,CASA DE LAS CAMPANAS,80000313.000000000000000,Skilled Nursing Facility,18685 WEST BERNARDO DRIVE,SAN DIEGO,92127.000000000000000,37.000000000000000,San Diego,Not Applicable,99.000000000000000,Open,2/24/1989 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.050962900000002,-117.074378300000006
182,206374041.000000000000000,26180.000000000000000,GROSSMONT GARDENS HEALTHCARE CENTER,80000337.000000000000000,Skilled Nursing Facility,5480 MARENGO AVENUE,LA MESA,91942.000000000000000,37.000000000000000,San Diego,Not Applicable,39.000000000000000,Open,8/16/1989 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.777603700000000,-117.024697799999998
183,206374043.000000000000000,26099.000000000000000,SANTA FE POST-ACUTE,80000339.000000000000000,Skilled Nursing Facility,247 E. BOBIER DRIVE,VISTA,92084.000000000000000,37.000000000000000,San Diego,Not Applicable,187.000000000000000,Open,4/24/1989 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.220409199999999,-117.242064700000000
184,206374058.000000000000000,26223.000000000000000,VISTA KNOLL SPECIALIZED CARE FACILITY,80000353.000000000000000,Skilled Nursing Facility,2000 WESTWOOD ROAD,VISTA,92083.000000000000000,37.000000000000000,San Diego,Not Applicable,119.000000000000000,Open,2/5/1990 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.191203199999997,-117.286348899999993
185,206374060.000000000000000,26235.000000000000000,VILLAGE SQUARE HEALTHCARE CENTER,80000354.000000000000000,Skilled Nursing Facility,1586 W. SAN MARCOS BOULEVARD,SAN MARCOS,92078.000000000000000,37.000000000000000,San Diego,Not Applicable,118.000000000000000,Open,2/23/1990 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.132119199999998,-117.203176400000004
186,206374064.000000000000000,26265.000000000000000,DOROTHY AND JOSEPH GOLDBERG HEALTHCARE CENTER,80000367.000000000000000,Skilled Nursing Facility,211 SAXONY ROAD,ENCINITAS,92024.000000000000000,37.000000000000000,San Diego,Not Applicable,58.000000000000000,Open,6/1/1990 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.052307900000002,-117.285103399999997
187,206374066.000000000000000,26310.000000000000000,COUNTRY HILLS POST ACUTE,80000361.000000000000000,Skilled Nursing Facility,1580 BROADWAY,EL CAJON,92021.000000000000000,37.000000000000000,San Diego,Not Applicable,305.000000000000000,Open,6/16/1990 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.808436100000002,-116.923945000000003
188,206374091.000000000000000,26667.000000000000000,THE SPRINGS AT PACIFIC REGENT,80000401.000000000000000,Skilled Nursing Facility,3884 NOBEL DRIVE,SAN DIEGO,92122.000000000000000,37.000000000000000,San Diego,Not Applicable,59.000000000000000,Open,1/23/1992 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.868811800000003,-117.222863500000003
189,206374248.000000000000000,27177.000000000000000,CARLSBAD BY THE SEA,80000116.000000000000000,Skilled Nursing Facility,2855 CARLSBAD BLVD.,CARLSBAD,92008.000000000000000,37.000000000000000,San Diego,Not Applicable,33.000000000000000,Open,9/11/1998 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.159170899999999,-117.352741800000004
190,206374271.000000000000000,27356.000000000000000,BAYSHIRE TORREY PINES POST ACUTE,80000634.000000000000000,Skilled Nursing Facility,13101 HARTFIELD AVENUE,SAN DIEGO,92130.000000000000000,37.000000000000000,San Diego,Not Applicable,45.000000000000000,Open,8/5/1999 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.956927800000003,-117.229176899999999
191,206374272.000000000000000,27355.000000000000000,BAYSHIRE CARLSBAD,80000627.000000000000000,Skilled Nursing Facility,3140 EL CAMINO REAL,CARLSBAD,92008.000000000000000,37.000000000000000,San Diego,Not Applicable,45.000000000000000,Open,3/8/1999 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.174046099999998,-117.323409900000001
192,206374284.000000000000000,,LAKEVIEW HOME,80000656.000000000000000,Hospice Facility,9472 LOREN DRIVE,LA MESA,91942.000000000000000,37.000000000000000,San Diego,Not Applicable,4.000000000000000,Open,1/10/2001 0:00:00,Long Term Care Facility,Hospice Facility,32.780529600000001,-116.992991300000000
193,206374298.000000000000000,27879.000000000000000,VETERANS HOME OF CALIFORNIA - CHULA VISTA,170000836.000000000000000,Skilled Nursing Facility,700 EAST NAPLES COURT,CHULA VISTA,91911.000000000000000,37.000000000000000,San Diego,Not Applicable,180.000000000000000,Open,2/28/2002 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.621227200000000,-117.023335500000002
194,206374300.000000000000000,27786.000000000000000,VI AT LA JOLLA VILLAGE,80000751.000000000000000,Skilled Nursing Facility,4171 LAS PALMAS SQUARE,SAN DIEGO,92122.000000000000000,37.000000000000000,San Diego,Not Applicable,60.000000000000000,Open,2/15/2002 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.868293600000001,-117.216122799999994
195,206374307.000000000000000,,MONTECATINI,80000755.000000000000000,Congregate Living Health Facility,2524 LA COSTA AVE,CARLSBAD,92009.000000000000000,37.000000000000000,San Diego,Not Applicable,6.000000000000000,Open,8/22/2002 0:00:00,Long Term Care Facility,Congregate Living Health Facility,33.087250099999999,-117.253929400000004
196,206374321.000000000000000,27747.000000000000000,VILLA CORONADO (DP/SNF),90000036.000000000000000,General Acute Care Hospital,233 PROSPECT PLACE,CORONADO,92118.000000000000000,37.000000000000000,San Diego,None,122.000000000000000,Open,3/1/1991 0:00:00,Hospital,General Acute Care Hospital,32.694472200000000,-117.167328499999996
197,206374336.000000000000000,28161.000000000000000,GLENBROOK,80000786.000000000000000,Skilled Nursing Facility,1950 CALLE BARCELONA,CARLSBAD,92009.000000000000000,37.000000000000000,San Diego,Not Applicable,80.000000000000000,Open,3/18/2004 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.073433999999999,-117.266417500000003
198,206374373.000000000000000,,MONTECATINI II,550000199.000000000000000,Congregate Living Health Facility,2556 LA COSTA AVENUE,CARLSBAD,92009.000000000000000,37.000000000000000,San Diego,Not Applicable,6.000000000000000,Open,6/16/2006 0:00:00,Long Term Care Facility,Congregate Living Health Facility,33.086822599999998,-117.252886599999997
199,206374431.000000000000000,,PARKVIEW HOME,550001054.000000000000000,Hospice Facility,5788 LYDEN WAY,SAN DIEGO,92120.000000000000000,37.000000000000000,San Diego,Not Applicable,4.000000000000000,Open,5/12/2009 0:00:00,Long Term Care Facility,Hospice Facility,32.784599100000001,-117.073915000000000
200,206374458.000000000000000,28218.000000000000000,MEADOWBROOK VILLAGE CHRISTIAN RETIREMENT COMMUNITY,550003847.000000000000000,Skilled Nursing Facility,100 HOLLAND GLEN,ESCONDIDO,92026.000000000000000,37.000000000000000,San Diego,Not Applicable,19.000000000000000,Open,4/18/2017 0:00:00,Long Term Care Facility,Skilled Nursing Facility,33.157359800000002,-117.093620000000001
201,206374473.000000000000000,,NEURORESTORATIVE CALIFORNIA - LA MESA,550002088.000000000000000,Congregate Living Health Facility,5640 AZTEC DRIVE,LA MESA,91942.000000000000000,37.000000000000000,San Diego,Not Applicable,15.000000000000000,Open,10/3/2012 0:00:00,Long Term Care Facility,Congregate Living Health Facility,32.781845799999999,-117.028032800000005
202,206374497.000000000000000,28241.000000000000000,EDGEMOOR HOSPITAL DP/SNF,90000092.000000000000000,Acute Psychiatric Hospital,655 PARK CENTER DRIVE,SANTEE,92071.000000000000000,37.000000000000000,San Diego,Not Applicable,192.000000000000000,Open,3/30/2010 0:00:00,Hospital,Acute Psychiatric Hospital,32.852530799999997,-116.974848199999997
203,206374515.000000000000000,,"CENTER FOR DISCOVERY, DEL MAR",550002860.000000000000000,Congregate Living Health Facility,4421 CARMEL VALLEY ROAD,SAN DIEGO,92130.000000000000000,37.000000000000000,San Diego,Not Applicable,6.000000000000000,Open,10/15/2014 0:00:00,Long Term Care Facility,Congregate Living Health Facility,32.947074899999997,-117.197561100000001
204,206374516.000000000000000,,PACIFICA HOUSE,550002537.000000000000000,Hospice Facility,4411 PARK DRIVE,CARLSBAD,92008.000000000000000,37.000000000000000,San Diego,Not Applicable,6.000000000000000,Open,1/1/2014 0:00:00,Long Term Care Facility,Hospice Facility,33.148474700000001,-117.325944500000006
205,206374542.000000000000000,,BONITAVIEW HOME,550003289.000000000000000,Hospice Facility,3850 VALLEY VISTA ROAD,BONITA,91902.000000000000000,37.000000000000000,San Diego,Not Applicable,6.000000000000000,Open,11/19/2015 0:00:00,Long Term Care Facility,Hospice Facility,32.660164199999997,-117.044962999999996
206,206374564.000000000000000,,MONTECATINI 3,550003775.000000000000000,Congregate Living Health Facility,7324 EL FUERTE STREET,CARLSBAD,92009.000000000000000,37.000000000000000,San Diego,Not Applicable,6.000000000000000,Open,12/13/2016 0:00:00,Long Term Care Facility,Congregate Living Health Facility,33.096181399999999,-117.248734799999994
207,206374574.000000000000000,28387.000000000000000,RIDGEVIEW SKILLED NURSING FACILITY,550008392.000000000000000,Skilled Nursing Facility,9825 GLEN CENTER DRIVE,San Diego,92131.000000000000000,37.000000000000000,San Diego,Not Applicable,45.000000000000000,Open,2/15/2023 0:00:00,Long Term Care Facility,Skilled Nursing Facility,32.901512500000003,-117.089007199999998
208,306130020.000000000000000,,PLANNED PARENTHOOD-EL CENTRO,550009705.000000000000000,Community Clinic,1463 S 4TH ST,EL CENTRO,92243.000000000000000,13.000000000000000,Imperial,Not Applicable,,Open,3/17/2025 0:00:00,Clinic,Community Clinic,32.780462999999997,-115.551513700000001
209,306130502.000000000000000,,INNERCARE - EL CENTRO,90000485.000000000000000,Community Clinic,852 E DANENBERG DR,EL CENTRO,92243.000000000000000,13.000000000000000,Imperial,Not Applicable,,Open,1/12/2023 0:00:00,Clinic,Community Clinic,32.767370499999998,-115.561545199999998
210,306130675.000000000000000,,INNERCARE- BRAWLEY,90000030.000000000000000,Community Clinic,900 MAIN ST,BRAWLEY,92227.000000000000000,13.000000000000000,Imperial,Not Applicable,,Open,4/22/1971 0:00:00,Clinic,Community Clinic,32.978244500000002,-115.527675599999995
211,306131254.000000000000000,,INNERCARE - CALEXICO,90000137.000000000000000,Community Clinic,223 W COLE BLVD,CALEXICO,92231.000000000000000,13.000000000000000,Imperial,Not Applicable,,Open,5/17/1978 0:00:00,Clinic,Community Clinic,32.694841500000003,-115.503030899999999
212,306134002.000000000000000,,EL CENTRO DESERT VALLEY DIALYSIS CENTER,80000702.000000000000000,Chronic Dialysis Clinic,110 S 5TH ST,EL CENTRO,92243.000000000000000,13.000000000000000,Imperial,Not Applicable,,Open,10/31/1989 0:00:00,Clinic,Chronic Dialysis Clinic,32.792565400000001,-115.555016899999998
213,306134005.000000000000000,,INNERCARE - NILAND,90000456.000000000000000,Community Clinic,8027 HIGHWAY 111,NILAND,92257.000000000000000,13.000000000000000,Imperial,Not Applicable,,Open,10/7/1993 0:00:00,Clinic,Community Clinic,33.236260799999997,-115.519764199999997
214,306134020.000000000000000,,INNERCARE - BRAWLEY DENTAL,90000670.000000000000000,Community Clinic,1166 K ST,BRAWLEY,92227.000000000000000,13.000000000000000,Imperial,Not Applicable,,Open,10/31/2022 0:00:00,Clinic,Community Clinic,32.972717000000003,-115.522863999999998
215,306134023.000000000000000,,FRESENIUS MEDICAL CARE OF BRAWLEY,550000158.000000000000000,Chronic Dialysis Clinic,751 W LEGION RD,BRAWLEY,92227.000000000000000,13.000000000000000,Imperial,Not Applicable,,Open,4/25/2006 0:00:00,Clinic,Chronic Dialysis Clinic,32.960599999999999,-115.554142799999994
216,306134026.000000000000000,,FRESENIUS MEDICAL CARE OF IMPERIAL COUNTY,80000704.000000000000000,Chronic Dialysis Clinic,200 WAKE AVE,EL CENTRO,92243.000000000000000,13.000000000000000,Imperial,Not Applicable,,Open,5/7/2010 0:00:00,Clinic,Chronic Dialysis Clinic,32.771614399999997,-115.545301600000002
217,306134031.000000000000000,,FRESENIUS MEDICAL CARE CALEXICO DIALYSIS,80000707.000000000000000,Chronic Dialysis Clinic,351 E BIRCH ST,CALEXICO,92231.000000000000000,13.000000000000000,Imperial,Not Applicable,,Open,4/30/2014 0:00:00,Clinic,Chronic Dialysis Clinic,32.679783999999998,-115.494089000000002
218,306134033.000000000000000,,PLANNED PARENTHOOD - EL CENTRO,550003076.000000000000000,Community Clinic,1463 S 4th St,El Centro,92243.000000000000000,13.000000000000000,Imperial,Not Applicable,,Open,5/27/2015 0:00:00,Clinic,Community Clinic,32.780443099999999,-115.551316099999994
219,306300026.000000000000000,,"ALL FOR HEALTH, HEALTH FOR ALL, INC.",550008780.000000000000000,Community Clinic,25500 RANCHO NIGUEL RD,LAGUNA NIGUEL,92677.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,10/26/2023 0:00:00,Clinic,Community Clinic,33.555415699999998,-117.684476399999994
220,306300163.000000000000000,,MISSION VIEJO DIALYSIS,80000677.000000000000000,Chronic Dialysis Clinic,27640 MARGUERITE PARKWAY,MISSION VIEJO,92692.000000000000000,30.000000000000000,Orange,Not Applicable,,Open,3/1/1984 0:00:00,Clinic,Chronic Dialysis Clinic,33.562304500000003,-117.657519600000001
