,EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME,ein,name,sub_name,city,ntee_code,subseccd,latest_tax_year,latest_total_revenue,latest_total_expenses,latest_total_assets,_merge
24,20753201.0,SNAPSHOTS MUSIC AND ARTS FOUNDATION,% JONATHAN BEWLEY,3013 LUNA AVE,SAN DIEGO,CA,92117-2515,0.0,3.0,3.0,2000.0,200902.0,1.0,15.0,0.0,1.0,1.0,202508.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,A68,,,,,,,,,,,,left_only
25,20762679.0,BUDDHIST MEDITATION CENTER OF SAN DIEGO,% KILJA LARSEN,7969 ENGINEER RD STE 204,SAN DIEGO,CA,92111-1922,0.0,3.0,3.0,7000.0,200611.0,1.0,10.0,0.0,5.0,1.0,,0.0,0.0,6.0,0.0,12.0,,,,X50,,20762679.0,Buddhist Meditation Center Of San Diego,Buddhist Meditation Center Of San Diego,San Diego,X50,3.0,,,,,both
26,30426046.0,CATHOLIC CHURCH OF AMERICA,% THOMAS E ABEL,4135 IOWA ST APT 9,SAN DIEGO,CA,92104-1956,0.0,3.0,3.0,7000.0,200412.0,1.0,10.0,0.0,1.0,1.0,,0.0,0.0,6.0,0.0,12.0,,,,X22,,,,,,,,,,,,left_only
27,30435161.0,PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC,% DENISE MENDOZA,301 22ND ST,SAN DIEGO,CA,92102-3089,646.0,3.0,9.0,2000.0,194311.0,1.0,16.0,59035000.0,5.0,1.0,202506.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,,SHERMAN ACADEMY PTA,,,,,,,,,,,left_only
28,30457495.0,INTERNATIONAL SOCIETY FOR CNS DRUG DEVELOPMENT INC,% DR AMIR KALALI,4653 CARMEL MOUNTAIN RD,SAN DIEGO,CA,92130-6650,0.0,3.0,3.0,8000.0,200212.0,1.0,15.0,0.0,1.0,1.0,202412.0,5.0,4.0,1.0,0.0,12.0,713627.0,455966.0,332093.0,U20,,,,,,,,,,,,left_only
29,30460340.0,PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC,% MARTHA MURPHY,10437 ABALONE LANDING TER,SAN DIEGO,CA,92130-8709,646.0,3.0,9.0,2000.0,194311.0,1.0,16.0,59035000.0,5.0,1.0,202506.0,3.0,3.0,1.0,0.0,6.0,56043.0,66207.0,31063.0,,TORREY HILLS ELEMENTARY PTA,,,,,,,,,,,left_only
30,30462131.0,WESTVIEW FOUNDATION,% KATHLEEN TERRY,13500 CAMINO DEL SUR,SAN DIEGO,CA,92129-4465,0.0,3.0,3.0,1000.0,200307.0,1.0,16.0,0.0,1.0,1.0,202506.0,4.0,4.0,1.0,0.0,6.0,106536.0,237226.0,216958.0,B112,,,,,,,,,,,,left_only
31,30462303.0,PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC,% CATHERINE CRZESKOWIAK,4741 SANTA MONICA AVE,SAN DIEGO,CA,92107-2208,646.0,3.0,9.0,2000.0,194311.0,1.0,16.0,59035000.0,5.0,1.0,202506.0,4.0,4.0,1.0,0.0,6.0,111372.0,162874.0,103135.0,,OCEAN BEACH ELEMENTARY PTA,,,,,,,,,,,left_only
32,30480526.0,EL CAJON FIRE HISTORY AND LEARNING CENTER INC,% JOHN WILKINSON,8012 LAKE ADLON DR,SAN DIEGO,CA,92119-3119,0.0,3.0,3.0,1200.0,200409.0,1.0,15.0,0.0,1.0,1.0,202412.0,1.0,1.0,2.0,0.0,12.0,3954.0,2.0,2.0,A50,,,,,,,,,,,,left_only
33,30521257.0,CANTAMORE INC,% NA,4806 HAIGHT TRL,SAN DIEGO,CA,92123-6429,0.0,3.0,3.0,2000.0,200406.0,1.0,16.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,A6B,,,,,,,,,,,,left_only
34,30537749.0,CONTINUING EDUCATION CENTER AT RANCHO BERNARDO,% ERMONT JENNINGS,PO BOX 28099,SAN DIEGO,CA,92198-0099,0.0,3.0,3.0,2000.0,200409.0,1.0,16.0,0.0,1.0,1.0,202506.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,B60,,,,,,,,,,,,left_only
35,30542702.0,CANYON CREST ACADEMY FOUNDATION INC,,5951 VILLAGE CENTER LOOP RD,SAN DIEGO,CA,92130-2499,0.0,3.0,3.0,2000.0,200410.0,1.0,15.0,0.0,1.0,1.0,202406.0,6.0,6.0,1.0,0.0,6.0,2550149.0,2410277.0,2410277.0,B11,,,,,,,,,,,,left_only
36,30564240.0,MCKINLEY SCHOOL FOUNDATION OF SAN DIEGO,% ANTHONY D SIDOTTI,3045 FELTON ST,SAN DIEGO,CA,92104-5218,0.0,3.0,3.0,1000.0,200508.0,1.0,15.0,0.0,1.0,1.0,202506.0,4.0,4.0,1.0,0.0,6.0,126881.0,365590.0,290981.0,B112,,30564240.0,Mckinley School Foundation Of San Diego,Mckinley School Foundation Of San Diego,San Diego,B112,3.0,2023.0,298682.0,357702.0,195042.0,both
37,30573154.0,SAN DIEGO CHAPTER OF AMERICAN PAYROLL ASSOCIATION,% CHRISTINE NESS,PO BOX 881523,SAN DIEGO,CA,92168-1523,0.0,3.0,3.0,1000.0,200606.0,1.0,16.0,0.0,5.0,1.0,202505.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,B60,SDAPA,30573154.0,San Diego Chapter Of American Payroll Association,San Diego Chapter Of American Payroll Association Sdapa,San Diego,B60,3.0,2018.0,10667.0,10745.0,21803.0,both
38,30601031.0,PARTNERSHIP FOR SUCCESS,% ED BRAND,3565 DEL REY ST STE 204,SAN DIEGO,CA,92109-5703,0.0,3.0,3.0,1200.0,200710.0,1.0,15.0,0.0,1.0,1.0,202412.0,1.0,0.0,2.0,0.0,12.0,120.0,0.0,0.0,B80,,,,,,,,,,,,left_only
39,30614029.0,ADVOCATES FOR FAMILIES AND COUPLES FOUNDATION,% KENDA SMITH,6161 ARNOLDSON CT,SAN DIEGO,CA,92122-2115,0.0,3.0,3.0,1000.0,200706.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F60,,,,,,,,,,,,left_only
40,42387361.0,U S BADMINTON EDUCATION FOUNDATION INC,% DAVID CARTON,1504 GUIZOT ST,SAN DIEGO,CA,92107-3621,0.0,3.0,3.0,2000.0,196605.0,1.0,16.0,298059318.0,1.0,1.0,202412.0,5.0,2.0,2.0,0.0,12.0,530346.0,24934.0,24934.0,,,,,,,,,,,,,left_only
41,42614121.0,INTERSCHOLASTIC YACHT RACING ASSOCIATION INC,% SHERRI CAMPBELL,2812 CANON ST,SAN DIEGO,CA,92106-2742,6341.0,3.0,6.0,1000.0,201810.0,1.0,16.0,59149000.0,1.0,1.0,202306.0,4.0,3.0,1.0,0.0,6.0,252863.0,80392.0,80392.0,N67,,,,,,,,,,,,left_only
42,43275098.0,INTERNATIONAL COLLEGE OF PROSTHODONTISTS,% KENNETH A MALAMENT D D S,4425 CASS ST STE A,SAN DIEGO,CA,92109-4015,0.0,3.0,3.0,1000.0,199806.0,1.0,15.0,995180000.0,1.0,1.0,202412.0,4.0,4.0,1.0,0.0,12.0,258477.0,105917.0,105917.0,U20,,,,,,,,,,,,left_only
43,43653586.0,OCEAN SCIENCE INTERNATIONAL INC,% DAVID MCMULLEN,9528 MIRAMAR RD 244,SAN DIEGO,CA,92126-4533,0.0,3.0,3.0,2000.0,201809.0,1.0,15.0,0.0,1.0,1.0,202412.0,7.0,5.0,1.0,0.0,12.0,7651458.0,744649.0,733983.0,F19,,,,,,,,,,,,left_only
44,43669003.0,BLACK STORY TELLERS OF SAN DIEGO,% ESTHER ANTHONY-THOMAS,PO BOX 742444,SAN DIEGO,CA,92174-2444,0.0,3.0,3.0,2000.0,200212.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,A23,,43669003.0,Black Story Tellers Of San Diego,Black Story Tellers Of San Diego,San Diego,A23,3.0,2012.0,63522.0,62216.0,134.0,both
45,43687028.0,PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC,% JERRY LEININGER,13500 CAMINO DEL SUR,SAN DIEGO,CA,92129-4465,646.0,3.0,9.0,2000.0,194311.0,1.0,16.0,59035000.0,5.0,1.0,202506.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,,WESTVIEW PTSA,,,,,,,,,,,left_only
46,43692321.0,LA JOLLA LACROSSE CLUB,% SETH NEWBERRY,3439 JEWELL ST,SAN DIEGO,CA,92109-6721,0.0,3.0,3.0,1200.0,200210.0,1.0,15.0,0.0,1.0,1.0,202412.0,2.0,3.0,1.0,0.0,12.0,18402.0,57636.0,57636.0,N60,,,,,,,,,,,,left_only
47,43702334.0,LOLOMA FOUNDATION,% P LANCE HENDRICKS,549 ALBION ST,SAN DIEGO,CA,92106-3209,0.0,3.0,3.0,1000.0,200311.0,1.0,16.0,0.0,1.0,1.0,202412.0,4.0,4.0,1.0,0.0,12.0,122280.0,384655.0,384655.0,Q33,,,,,,,,,,,,left_only
48,43711667.0,UNITY INTERNATIONAL MINISTRIES,% YOONAH HAHN,6724 LOPEZ GLEN WAY,SAN DIEGO,CA,92126-6112,0.0,3.0,3.0,7000.0,200302.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,X20,,,,,,,,,,,,left_only
49,43711941.0,BIKES FOR KIDS FOUNDATION,% WILLIAM POLLAKOV,11300 SORRENTO VALLEY RD STE 220,SAN DIEGO,CA,92121-1330,0.0,3.0,3.0,1000.0,200402.0,1.0,15.0,0.0,1.0,1.0,202412.0,4.0,5.0,1.0,0.0,12.0,254226.0,517726.0,517726.0,T30,,,,,,,,,,,,left_only
50,43786916.0,SAN DIEGO ELECTRICAL TRAINING ADMINISTRATIVE SERVICES CORPORATIO,% JOYCE POBLETE,4675 VIEWRIDGE AVE,SAN DIEGO,CA,92123-1639,0.0,3.0,3.0,2000.0,200501.0,1.0,17.0,0.0,1.0,1.0,202412.0,4.0,6.0,1.0,0.0,12.0,426187.0,4223830.0,4223830.0,B60,,43786916.0,San Diego Electrical Training Administrative Services Corporatio,San Diego Electrical Training Administrative Services Corporatio,San Diego,B60,3.0,2023.0,3687263.0,3723367.0,288947.0,both
51,43824029.0,RANCHO HILLS CHRISTIAN CHURCH,% GAMALIEL M GARCIA,2901 RANCHO HILLS DRIVE,SAN DIEGO,CA,92139-0000,0.0,3.0,3.0,7000.0,200804.0,1.0,10.0,0.0,1.0,1.0,,6.0,4.0,6.0,0.0,12.0,,,,X99,,,,,,,,,,,,left_only
52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43842913.0,San Diego Adaptive Sports Foundation,San Diego Adaptive Sports Foundation,San Diego,O50,3.0,2022.0,102651.0,137170.0,125971.0,right_only
53,50559418.0,HOUSE OF PERU,% CARLOS MOZOMBITE,PO BOX 33906,SAN DIEGO,CA,92163-3906,0.0,3.0,3.0,1000.0,200402.0,1.0,16.0,0.0,1.0,1.0,202505.0,3.0,4.0,1.0,0.0,5.0,41512.0,102041.0,102041.0,A23,,,,,,,,,,,,left_only
54,50571617.0,ANIMAL PROTECTION AND RESCUE LEAGUE INC,% BRYAN PEASE,3960 W POINT LOMA BLVD,SAN DIEGO,CA,92110-5643,0.0,3.0,3.0,1240.0,200401.0,1.0,15.0,0.0,1.0,1.0,202502.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,D05,,,,,,,,,,,,left_only
55,50632144.0,POP WARNER LITTLE SCHOLARS INC,% ADAM BLAKE,2801 B ST 5003,SAN DIEGO,CA,92102-2208,9183.0,3.0,9.0,2000.0,199002.0,1.0,15.0,317000000.0,1.0,1.0,202412.0,2.0,3.0,1.0,0.0,12.0,16719.0,56514.0,45026.0,N65,CORONADO YOUTH FOOTBALL & CHEER,,,,,,,,,,,left_only
56,61647561.0,MIRAMAR FOUNDATION,% STAN FOSTER,11931 CHALON LN,SAN DIEGO,CA,92128-4715,0.0,3.0,3.0,1200.0,200306.0,1.0,4.0,0.0,1.0,1.0,202308.0,1.0,3.0,0.0,1.0,8.0,1.0,29483.0,,A300,,,,,,,,,,,,left_only
57,61668818.0,LONG HUNG FOUNDATION,% PHUONG ANH TRAN,10687 WEATHERHILL CT,SAN DIEGO,CA,92131-2913,0.0,3.0,3.0,1000.0,200306.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,Q30,,,,,,,,,,,,left_only
58,61703158.0,EDUCATION FOUNDATION AT BLACK MOUNTAIN,% ANNE FUERMANN SMITH,9353 OVIEDO ST,SAN DIEGO,CA,92129-2138,0.0,3.0,3.0,1200.0,200405.0,1.0,16.0,0.0,1.0,1.0,202506.0,3.0,3.0,1.0,0.0,6.0,55229.0,55256.0,47066.0,B11,,,,,,,,,,,,left_only
59,61740982.0,REJUVE-NATIONS OUTPATIENTS FACILITY INC,% BRENDA SQUARREL,PO BOX 152841,SAN DIEGO,CA,92195-2841,0.0,3.0,3.0,2000.0,200710.0,1.0,15.0,0.0,1.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,F20,,,,,,,,,,,,left_only
60,61774345.0,GLORY FAITH CHRISTIAN FELLOWSHIP,% S ANTHONY ROBINSON,PO BOX 16838,SAN DIEGO,CA,92176-6838,0.0,3.0,3.0,7000.0,200708.0,1.0,10.0,0.0,1.0,1.0,,0.0,0.0,6.0,0.0,12.0,,,,X20,,,,,,,,,,,,left_only
61,61775568.0,CASA DE LAS CAMPANAS RESIDENT ASSOCIATION,% ROBERT CRAIG MCKAHAN,18655 W BERNARDO DR APT 216,SAN DIEGO,CA,92127-3003,0.0,7.0,3.0,1000.0,200608.0,2.0,0.0,0.0,5.0,1.0,202412.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,N50,CASA RESIDENT ASSOCIATION,,,,,,,,,,,left_only
62,61824118.0,TALMADGE COMMUNITY ASSOCIATION,% BRIAN HELMICH,600904,SAN DIEGO,CA,92160-0000,0.0,3.0,3.0,1000.0,201409.0,1.0,16.0,0.0,1.0,1.0,202506.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,S20,,,,,,,,,,,,left_only
63,61824248.0,WEDDINGS OF DISTINCTION,% TRACY ZEMKE,9605 KEARNY VILLA ROAD,SAN DIEGO,CA,92126-4590,0.0,6.0,3.0,2000.0,201606.0,2.0,0.0,0.0,5.0,1.0,202512.0,0.0,0.0,2.0,0.0,12.0,0.0,0.0,0.0,S41,,,,,,,,,,,,left_only
64,61828716.0,IGLESIAS CRISTIANAS PENTECOSTALES M OVIMIENTO MISION DE DIOS INTERNACI,% PEDRO DEL VILLAR,4766 LADNER ST,SAN DIEGO,CA,92113-3543,0.0,3.0,3.0,7000.0,201101.0,1.0,10.0,0.0,1.0,1.0,,0.0,0.0,6.0,0.0,8.0,,,,X21,,,,,,,,,,,,left_only
65,66488246.0,SWARTZ FAMILY FOUNDATION TR,,2478 ROSECRANS ST,SAN DIEGO,CA,92106-1569,0.0,3.0,3.0,1000.0,200012.0,1.0,4.0,0.0,1.0,1.0,202412.0,1.0,3.0,0.0,1.0,12.0,9777.0,55099.0,,T20,SWARTZ MARK H & KAREN M SWARTZ TTEE,,,,,,,,,,,left_only
66,106003078.0,DOOLE FAMILY CHARITABLE FOUNDATION,% BRUCE DOOLE,PO BOX 601521,SAN DIEGO,CA,92160-1521,0.0,3.0,3.0,1000.0,200204.0,1.0,4.0,0.0,2.0,1.0,202412.0,4.0,1.0,0.0,1.0,12.0,118493.0,5905.0,,T30,,,,,,,,,,,,left_only
67,112592580.0,COALITION OF FREE MEN INC,% NCFM,932 C STREET,SAN DIEGO,CA,92101-5503,9141.0,3.0,6.0,2000.0,198308.0,1.0,16.0,123000000.0,5.0,1.0,202412.0,5.0,3.0,2.0,0.0,12.0,511295.0,47868.0,47868.0,,NATIONAL COALITION FOR MEN,,,,,,,,,,,left_only
68,112776389.0,SERVICE INDUSTRY ASSOCIATION,,2164 DECATUR RD 19,SAN DIEGO,CA,92106-6054,0.0,6.0,3.0,1000.0,198701.0,2.0,0.0,229000000.0,1.0,1.0,202412.0,4.0,5.0,1.0,0.0,12.0,498463.0,562676.0,562676.0,,,,,,,,,,,,,left_only
69,113692035.0,ALLIANCE FOR HOPE INTERNATIONAL,,501 W BROADWAY STE A 625,SAN DIEGO,CA,92101-3536,0.0,3.0,3.0,1000.0,200310.0,1.0,15.0,0.0,1.0,1.0,202412.0,6.0,7.0,1.0,0.0,12.0,4723882.0,5630862.0,5445217.0,T30,,,,,,,,,,,,left_only
70,113716854.0,SOUTHERN CALIFORNIA OUTRIGGER RACING ASSOCIATION,,5663 BALBOA AVE 433,SAN DIEGO,CA,92111-2705,5379.0,3.0,6.0,1000.0,200510.0,1.0,15.0,0.0,1.0,1.0,202412.0,4.0,4.0,1.0,0.0,12.0,168657.0,296129.0,296129.0,N70,,,,,,,,,,,,left_only
71,113723093.0,REGIONAL TASK FORCE ON THE HOMELESS INC,% JOHN THELEN,4699 MURPHY CANYON RD,SAN DIEGO,CA,92123-4320,0.0,3.0,3.0,1000.0,200506.0,1.0,15.0,0.0,1.0,1.0,202406.0,8.0,8.0,1.0,0.0,6.0,30993848.0,19285843.0,19284431.0,P50,,,,,,,,,,,,left_only
