source_file,ein,org_name,website,phone,tax_year,address_line1,city,state,zip,full_address,person_name,person_title,person_hours_per_week,person_role_type
202502399349100925_public.xml,332259715,Ron and Ilanit Gutman Family Foundation,N/A,4159830200,2024,7540 Plein Aire,San Diego,CA,92127,"7540 Plein Aire, San Diego, CA, 92127",Keren Gutman,Director,1.00,officer_director_trustee_key_employee
202502399349100925_public.xml,332259715,Ron and Ilanit Gutman Family Foundation,N/A,4159830200,2024,7540 Plein Aire,San Diego,CA,92127,"7540 Plein Aire, San Diego, CA, 92127",Ethan Gutman,Director,1.00,officer_director_trustee_key_employee
202502409349101305_public.xml,822799505,Ralph Bwy Charitable Foundation,N/A,6196924080,2024,2727 Camino Del Rio South 160,San Diego,CA,92108,"2727 Camino Del Rio South 160, San Diego, CA, 92108",Karen Washam,Secretary,,business_officer
202502409349101305_public.xml,822799505,Ralph Bwy Charitable Foundation,N/A,6196924080,2024,2727 Camino Del Rio South 160,San Diego,CA,92108,"2727 Camino Del Rio South 160, San Diego, CA, 92108",Ralph Bwy,President,0.00,officer_director_trustee_key_employee
202502409349101305_public.xml,822799505,Ralph Bwy Charitable Foundation,N/A,6196924080,2024,2727 Camino Del Rio South 160,San Diego,CA,92108,"2727 Camino Del Rio South 160, San Diego, CA, 92108",Christopher Bwy,Vice President,0.00,officer_director_trustee_key_employee
202502409349101305_public.xml,822799505,Ralph Bwy Charitable Foundation,N/A,6196924080,2024,2727 Camino Del Rio South 160,San Diego,CA,92108,"2727 Camino Del Rio South 160, San Diego, CA, 92108",Karen Washam,Secretary/Treas,0.00,officer_director_trustee_key_employee
202502409349101305_public.xml,822799505,Ralph Bwy Charitable Foundation,N/A,6196924080,2024,2727 Camino Del Rio South 160,San Diego,CA,92108,"2727 Camino Del Rio South 160, San Diego, CA, 92108",Ralph Bwy,Director,0.00,officer_director_trustee_key_employee
202502409349101305_public.xml,822799505,Ralph Bwy Charitable Foundation,N/A,6196924080,2024,2727 Camino Del Rio South 160,San Diego,CA,92108,"2727 Camino Del Rio South 160, San Diego, CA, 92108",Christopher Bwy,Director,0.00,officer_director_trustee_key_employee
202502409349101305_public.xml,822799505,Ralph Bwy Charitable Foundation,N/A,6196924080,2024,2727 Camino Del Rio South 160,San Diego,CA,92108,"2727 Camino Del Rio South 160, San Diego, CA, 92108",Karen Washam,Director,0.00,officer_director_trustee_key_employee
202502409349300105_public.xml,950865907,INTERNATIONAL ASSOC OF BRIDGE | STRUCTURAL IRONWORKERS LOCAL 229,N/A,8585715238,2024,5155 MERCURY POINT,SAN DIEGO,CA,92111,"5155 MERCURY POINT, SAN DIEGO, CA, 92111",BEAU N COLEMAN,BUSINESS MANAGER,,business_officer
202502409349300105_public.xml,950865907,INTERNATIONAL ASSOC OF BRIDGE | STRUCTURAL IRONWORKERS LOCAL 229,N/A,8585715238,2024,5155 MERCURY POINT,SAN DIEGO,CA,92111,"5155 MERCURY POINT, SAN DIEGO, CA, 92111",BEAU COLEMAN,BUSINESS MANAGER,44.00,form_990_section_a
202502409349300105_public.xml,950865907,INTERNATIONAL ASSOC OF BRIDGE | STRUCTURAL IRONWORKERS LOCAL 229,N/A,8585715238,2024,5155 MERCURY POINT,SAN DIEGO,CA,92111,"5155 MERCURY POINT, SAN DIEGO, CA, 92111",DAVID JOHNSON,PRESIDENT/BUSINESS AGENT,44.00,form_990_section_a
202502409349300105_public.xml,950865907,INTERNATIONAL ASSOC OF BRIDGE | STRUCTURAL IRONWORKERS LOCAL 229,N/A,8585715238,2024,5155 MERCURY POINT,SAN DIEGO,CA,92111,"5155 MERCURY POINT, SAN DIEGO, CA, 92111",DANIEL WISMA,VICE PRESIDENT/BUISNESS AGENT,44.00,form_990_section_a
202502409349300105_public.xml,950865907,INTERNATIONAL ASSOC OF BRIDGE | STRUCTURAL IRONWORKERS LOCAL 229,N/A,8585715238,2024,5155 MERCURY POINT,SAN DIEGO,CA,92111,"5155 MERCURY POINT, SAN DIEGO, CA, 92111",TERESA MCGORISK,RECORDING SECRE,1.00,form_990_section_a
202502409349300105_public.xml,950865907,INTERNATIONAL ASSOC OF BRIDGE | STRUCTURAL IRONWORKERS LOCAL 229,N/A,8585715238,2024,5155 MERCURY POINT,SAN DIEGO,CA,92111,"5155 MERCURY POINT, SAN DIEGO, CA, 92111",MARTIN CORTEZ,EXECUTIVE BOARD,1.00,form_990_section_a
202502409349300105_public.xml,950865907,INTERNATIONAL ASSOC OF BRIDGE | STRUCTURAL IRONWORKERS LOCAL 229,N/A,8585715238,2024,5155 MERCURY POINT,SAN DIEGO,CA,92111,"5155 MERCURY POINT, SAN DIEGO, CA, 92111",SAM LIRA,EXECUTIVE BOARD,1.00,form_990_section_a
202502409349300105_public.xml,950865907,INTERNATIONAL ASSOC OF BRIDGE | STRUCTURAL IRONWORKERS LOCAL 229,N/A,8585715238,2024,5155 MERCURY POINT,SAN DIEGO,CA,92111,"5155 MERCURY POINT, SAN DIEGO, CA, 92111",DAVID GATES,CONDUCTOR,1.00,form_990_section_a
202502409349300105_public.xml,950865907,INTERNATIONAL ASSOC OF BRIDGE | STRUCTURAL IRONWORKERS LOCAL 229,N/A,8585715238,2024,5155 MERCURY POINT,SAN DIEGO,CA,92111,"5155 MERCURY POINT, SAN DIEGO, CA, 92111",DARRIN VALLETTA,Trustee,1.00,form_990_section_a
202502409349300105_public.xml,950865907,INTERNATIONAL ASSOC OF BRIDGE | STRUCTURAL IRONWORKERS LOCAL 229,N/A,8585715238,2024,5155 MERCURY POINT,SAN DIEGO,CA,92111,"5155 MERCURY POINT, SAN DIEGO, CA, 92111",ANTHONY PABARCUS,Trustee,1.00,form_990_section_a
202502409349300105_public.xml,950865907,INTERNATIONAL ASSOC OF BRIDGE | STRUCTURAL IRONWORKERS LOCAL 229,N/A,8585715238,2024,5155 MERCURY POINT,SAN DIEGO,CA,92111,"5155 MERCURY POINT, SAN DIEGO, CA, 92111",CARLOS VELASCO,Trustee,1.00,form_990_section_a
202502409349300105_public.xml,950865907,INTERNATIONAL ASSOC OF BRIDGE | STRUCTURAL IRONWORKERS LOCAL 229,N/A,8585715238,2024,5155 MERCURY POINT,SAN DIEGO,CA,92111,"5155 MERCURY POINT, SAN DIEGO, CA, 92111",CHRIS O'MEARA,EXECUTIVE BOARD,1.00,form_990_section_a
202502409349300105_public.xml,950865907,INTERNATIONAL ASSOC OF BRIDGE | STRUCTURAL IRONWORKERS LOCAL 229,N/A,8585715238,2024,5155 MERCURY POINT,SAN DIEGO,CA,92111,"5155 MERCURY POINT, SAN DIEGO, CA, 92111",HUMBERTO OLMOS JR,EXECUTIVE BOARD,1.00,form_990_section_a
202502409349300105_public.xml,950865907,INTERNATIONAL ASSOC OF BRIDGE | STRUCTURAL IRONWORKERS LOCAL 229,N/A,8585715238,2024,5155 MERCURY POINT,SAN DIEGO,CA,92111,"5155 MERCURY POINT, SAN DIEGO, CA, 92111",RANDY HEDGECOKE,EXAMINING BOARD,1.00,form_990_section_a
202502409349300105_public.xml,950865907,INTERNATIONAL ASSOC OF BRIDGE | STRUCTURAL IRONWORKERS LOCAL 229,N/A,8585715238,2024,5155 MERCURY POINT,SAN DIEGO,CA,92111,"5155 MERCURY POINT, SAN DIEGO, CA, 92111",DARRELL CAMPBELL,SERGEANT AT ARM,1.00,form_990_section_a
202502409349300105_public.xml,950865907,INTERNATIONAL ASSOC OF BRIDGE | STRUCTURAL IRONWORKERS LOCAL 229,N/A,8585715238,2024,5155 MERCURY POINT,SAN DIEGO,CA,92111,"5155 MERCURY POINT, SAN DIEGO, CA, 92111",JUAN VALDERRAMA,EXAMINING COMM,1.00,form_990_section_a
202502409349301820_public.xml,510155712,CORONADO MENS GOLF CLUB,coronadomensgolf.org,6198063250,2024,c/o 322 BROOKES AVE,SAN DIEGO,CA,92103,"c/o 322 BROOKES AVE, SAN DIEGO, CA, 92103",MARK T JUDD,Treasurer,,business_officer
202502409349301820_public.xml,510155712,CORONADO MENS GOLF CLUB,coronadomensgolf.org,6198063250,2024,c/o 322 BROOKES AVE,SAN DIEGO,CA,92103,"c/o 322 BROOKES AVE, SAN DIEGO, CA, 92103",DON RYAN,Director,1.00,form_990_section_a
202502409349301820_public.xml,510155712,CORONADO MENS GOLF CLUB,coronadomensgolf.org,6198063250,2024,c/o 322 BROOKES AVE,SAN DIEGO,CA,92103,"c/o 322 BROOKES AVE, SAN DIEGO, CA, 92103",LANCE DEGRAZIER,Director,1.00,form_990_section_a
202502409349301820_public.xml,510155712,CORONADO MENS GOLF CLUB,coronadomensgolf.org,6198063250,2024,c/o 322 BROOKES AVE,SAN DIEGO,CA,92103,"c/o 322 BROOKES AVE, SAN DIEGO, CA, 92103",BRIAN ENRIGHT,Director,1.00,form_990_section_a
202502409349301820_public.xml,510155712,CORONADO MENS GOLF CLUB,coronadomensgolf.org,6198063250,2024,c/o 322 BROOKES AVE,SAN DIEGO,CA,92103,"c/o 322 BROOKES AVE, SAN DIEGO, CA, 92103",PAUL ALBITZ,Director,1.00,form_990_section_a
202502409349301820_public.xml,510155712,CORONADO MENS GOLF CLUB,coronadomensgolf.org,6198063250,2024,c/o 322 BROOKES AVE,SAN DIEGO,CA,92103,"c/o 322 BROOKES AVE, SAN DIEGO, CA, 92103",DAVE MATTHEWS,Secretary,1.00,form_990_section_a
202502409349301820_public.xml,510155712,CORONADO MENS GOLF CLUB,coronadomensgolf.org,6198063250,2024,c/o 322 BROOKES AVE,SAN DIEGO,CA,92103,"c/o 322 BROOKES AVE, SAN DIEGO, CA, 92103",MARK ANDREWS,President,1.00,form_990_section_a
202502409349301820_public.xml,510155712,CORONADO MENS GOLF CLUB,coronadomensgolf.org,6198063250,2024,c/o 322 BROOKES AVE,SAN DIEGO,CA,92103,"c/o 322 BROOKES AVE, SAN DIEGO, CA, 92103",BOB PODOLOFF,Vice President,1.00,form_990_section_a
202502409349301820_public.xml,510155712,CORONADO MENS GOLF CLUB,coronadomensgolf.org,6198063250,2024,c/o 322 BROOKES AVE,SAN DIEGO,CA,92103,"c/o 322 BROOKES AVE, SAN DIEGO, CA, 92103",MARK T JUDD,Treasurer,1.00,form_990_section_a
202502419349201250_public.xml,881780988,OPA International Astrology Foundation | Inc,opaastrology.org,2144154409,2024,501 W Broadway Suite 1540,San Diego,CA,92101,"501 W Broadway Suite 1540, San Diego, CA, 92101",Maureen Houshmand,Treasurer,,business_officer
202502419349301620_public.xml,943215814,INDEPENDENT INSURANCE AGENTS AND | BROKERS OF CALIFORNIA INC,WWW.IIABCAL.ORG,9254263300,2024,9528 MIRAMAR RD 1142,SAN DIEGO,CA,92126,"9528 MIRAMAR RD 1142, SAN DIEGO, CA, 92126",JILL EPSTEIN,CEO,,business_officer
202502419349301620_public.xml,943215814,INDEPENDENT INSURANCE AGENTS AND | BROKERS OF CALIFORNIA INC,WWW.IIABCAL.ORG,9254263300,2024,9528 MIRAMAR RD 1142,SAN DIEGO,CA,92126,"9528 MIRAMAR RD 1142, SAN DIEGO, CA, 92126",JILL EPSTEIN,CEO,18.75,form_990_section_a
202502419349301620_public.xml,943215814,INDEPENDENT INSURANCE AGENTS AND | BROKERS OF CALIFORNIA INC,WWW.IIABCAL.ORG,9254263300,2024,9528 MIRAMAR RD 1142,SAN DIEGO,CA,92126,"9528 MIRAMAR RD 1142, SAN DIEGO, CA, 92126",STEVE YOUNG,SR VP COUNSEL,26.25,form_990_section_a
202502419349301620_public.xml,943215814,INDEPENDENT INSURANCE AGENTS AND | BROKERS OF CALIFORNIA INC,WWW.IIABCAL.ORG,9254263300,2024,9528 MIRAMAR RD 1142,SAN DIEGO,CA,92126,"9528 MIRAMAR RD 1142, SAN DIEGO, CA, 92126",MIKE ORRICK,VP MEMBERSHIP,18.75,form_990_section_a
202502419349301620_public.xml,943215814,INDEPENDENT INSURANCE AGENTS AND | BROKERS OF CALIFORNIA INC,WWW.IIABCAL.ORG,9254263300,2024,9528 MIRAMAR RD 1142,SAN DIEGO,CA,92126,"9528 MIRAMAR RD 1142, SAN DIEGO, CA, 92126",JENNIFER POUEY,VP MEMBER SERV,24.38,form_990_section_a
202502419349301620_public.xml,943215814,INDEPENDENT INSURANCE AGENTS AND | BROKERS OF CALIFORNIA INC,WWW.IIABCAL.ORG,9254263300,2024,9528 MIRAMAR RD 1142,SAN DIEGO,CA,92126,"9528 MIRAMAR RD 1142, SAN DIEGO, CA, 92126",ANITA TUTEJA,CONTROLLER,18.75,form_990_section_a
202502419349301620_public.xml,943215814,INDEPENDENT INSURANCE AGENTS AND | BROKERS OF CALIFORNIA INC,WWW.IIABCAL.ORG,9254263300,2024,9528 MIRAMAR RD 1142,SAN DIEGO,CA,92126,"9528 MIRAMAR RD 1142, SAN DIEGO, CA, 92126",HALEY ANDREWS,NOCAL REGL DIR,0.50,form_990_section_a
202502419349301620_public.xml,943215814,INDEPENDENT INSURANCE AGENTS AND | BROKERS OF CALIFORNIA INC,WWW.IIABCAL.ORG,9254263300,2024,9528 MIRAMAR RD 1142,SAN DIEGO,CA,92126,"9528 MIRAMAR RD 1142, SAN DIEGO, CA, 92126",JONATHAN E OLDFATHER,NOCAL REGL DIR,0.50,form_990_section_a
202502419349301620_public.xml,943215814,INDEPENDENT INSURANCE AGENTS AND | BROKERS OF CALIFORNIA INC,WWW.IIABCAL.ORG,9254263300,2024,9528 MIRAMAR RD 1142,SAN DIEGO,CA,92126,"9528 MIRAMAR RD 1142, SAN DIEGO, CA, 92126",DEREK S ROSS,AT LARGE DIR,0.50,form_990_section_a
202502419349301620_public.xml,943215814,INDEPENDENT INSURANCE AGENTS AND | BROKERS OF CALIFORNIA INC,WWW.IIABCAL.ORG,9254263300,2024,9528 MIRAMAR RD 1142,SAN DIEGO,CA,92126,"9528 MIRAMAR RD 1142, SAN DIEGO, CA, 92126",RENE SWAN,ASSOC MEM DIR,0.50,form_990_section_a
202502419349301620_public.xml,943215814,INDEPENDENT INSURANCE AGENTS AND | BROKERS OF CALIFORNIA INC,WWW.IIABCAL.ORG,9254263300,2024,9528 MIRAMAR RD 1142,SAN DIEGO,CA,92126,"9528 MIRAMAR RD 1142, SAN DIEGO, CA, 92126",DINA COMPANA SMITH,Vice President,0.50,form_990_section_a
202502419349301620_public.xml,943215814,INDEPENDENT INSURANCE AGENTS AND | BROKERS OF CALIFORNIA INC,WWW.IIABCAL.ORG,9254263300,2024,9528 MIRAMAR RD 1142,SAN DIEGO,CA,92126,"9528 MIRAMAR RD 1142, SAN DIEGO, CA, 92126",MARTINE DOMINGUES,President,0.50,form_990_section_a
202502419349301620_public.xml,943215814,INDEPENDENT INSURANCE AGENTS AND | BROKERS OF CALIFORNIA INC,WWW.IIABCAL.ORG,9254263300,2024,9528 MIRAMAR RD 1142,SAN DIEGO,CA,92126,"9528 MIRAMAR RD 1142, SAN DIEGO, CA, 92126",SEAN TSUI,SOCAL REGL DIR,0.50,form_990_section_a
202502419349301620_public.xml,943215814,INDEPENDENT INSURANCE AGENTS AND | BROKERS OF CALIFORNIA INC,WWW.IIABCAL.ORG,9254263300,2024,9528 MIRAMAR RD 1142,SAN DIEGO,CA,92126,"9528 MIRAMAR RD 1142, SAN DIEGO, CA, 92126",TODD JACKSON,SOCAL REGL DIR,0.50,form_990_section_a
202502419349301620_public.xml,943215814,INDEPENDENT INSURANCE AGENTS AND | BROKERS OF CALIFORNIA INC,WWW.IIABCAL.ORG,9254263300,2024,9528 MIRAMAR RD 1142,SAN DIEGO,CA,92126,"9528 MIRAMAR RD 1142, SAN DIEGO, CA, 92126",BRANDON OKITA,Sec / Treas,0.50,form_990_section_a
202502419349301620_public.xml,943215814,INDEPENDENT INSURANCE AGENTS AND | BROKERS OF CALIFORNIA INC,WWW.IIABCAL.ORG,9254263300,2024,9528 MIRAMAR RD 1142,SAN DIEGO,CA,92126,"9528 MIRAMAR RD 1142, SAN DIEGO, CA, 92126",BRADLEY C WILSON,IIABA DIRECTOR,0.50,form_990_section_a
202502449349300510_public.xml,463251338,VEDA GEETHA FOUNDATIONORG,VEDAGEETHAFOUNDATION.ORG,8583354352,2024,4578 DA VINCI ST,SAN DIEGO,CA,92130,"4578 DA VINCI ST, SAN DIEGO, CA, 92130",SHRIKANTHA SHASTRI,Director,,business_officer
202502449349300510_public.xml,463251338,VEDA GEETHA FOUNDATIONORG,VEDAGEETHAFOUNDATION.ORG,8583354352,2024,4578 DA VINCI ST,SAN DIEGO,CA,92130,"4578 DA VINCI ST, SAN DIEGO, CA, 92130",SHRIKANTHA SHASTRI,Director,40.00,form_990_section_a
202502449349300510_public.xml,463251338,VEDA GEETHA FOUNDATIONORG,VEDAGEETHAFOUNDATION.ORG,8583354352,2024,4578 DA VINCI ST,SAN DIEGO,CA,92130,"4578 DA VINCI ST, SAN DIEGO, CA, 92130",PAVITHRA SHASTRI,Director,20.00,form_990_section_a
202502449349300510_public.xml,463251338,VEDA GEETHA FOUNDATIONORG,VEDAGEETHAFOUNDATION.ORG,8583354352,2024,4578 DA VINCI ST,SAN DIEGO,CA,92130,"4578 DA VINCI ST, SAN DIEGO, CA, 92130",DAVID MILIOTIS,Director,0.00,form_990_section_a
202502469349100440_public.xml,871300086,Erasca Foundation,,4154217555,2024,3115 Merryfield Row Suite 300,San Diego,CA,92121,"3115 Merryfield Row Suite 300, San Diego, CA, 92121",DAVID CHACKO,TREASURER,,business_officer
202502469349100440_public.xml,871300086,Erasca Foundation,,4154217555,2024,3115 Merryfield Row Suite 300,San Diego,CA,92121,"3115 Merryfield Row Suite 300, San Diego, CA, 92121",JONATHAN LIM,PRESIDENT & DIRECTOR,1.0,officer_director_trustee_key_employee
202502469349100440_public.xml,871300086,Erasca Foundation,,4154217555,2024,3115 Merryfield Row Suite 300,San Diego,CA,92121,"3115 Merryfield Row Suite 300, San Diego, CA, 92121",NICHOLAS CHETWYN,VICE PRESIDENT,1.0,officer_director_trustee_key_employee
202502469349100440_public.xml,871300086,Erasca Foundation,,4154217555,2024,3115 Merryfield Row Suite 300,San Diego,CA,92121,"3115 Merryfield Row Suite 300, San Diego, CA, 92121",EBUN GARNER,SECRETARY,1.0,officer_director_trustee_key_employee
