OID_,FacilityType,FacilityNumber,FacilityName,Licensee,FacilityEmail,FacilityAdministrator,FacilityTelephoneNumber,FacilityAddress,FacilityCity,FacilityState,FacilityZip,CountyName,RegionalOffice,FacilityCapacity,FacilityStatus,LicenseFirstDate,ClosedDate,LastVisitDate,InspectionVisits,ComplaintVisits,OtherVisits,TotalVisits,InspectTypeA,InspectTypeB,OtherTypeA,OtherTypeB,ComplaintTypeA,ComplaintTypeB,TotalAllegations,InconclusiveAllegations,SubstantiatedAllegations,UnsubstantiatedAllegations,UnfoundedAllegations,POINT_X,POINT_Y
14,RESIDENTIAL CARE ELDERLY,370804844.000000000000000,MELROSE MANOR,"CORDERO, OSCAR & ANGELITA",,"CORDERO, ANGELITA",(619) 427-8457,922 MELROSE AVENUE,CHULA VISTA,CA,91911.000000000000000,SAN DIEGO,8.000000000000000,10.000000000000000,CLOSED,8/3/1992 0:00:00,3/31/2022 0:00:00,6/17/2022 0:00:00,1.000000000000000,0.000000000000000,1.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6315556.000000000000000,1808524.000000000000000
15,RESIDENTIAL CARE ELDERLY,370804859.000000000000000,TESSIE BOARD AND CARE,"PEDROSA, TERESITA D. & BENJAMIN R.",,"PEDROSO, TERESITA",(619) 773-6360,7229 ZEST STREET,SAN DIEGO,CA,92139.000000000000000,SAN DIEGO,8.000000000000000,5.000000000000000,LICENSED,3/12/1993 0:00:00,,3/28/2025 0:00:00,3.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6318772.000000000000000,1831932.000000000000000
16,RESIDENTIAL CARE ELDERLY,370804862.000000000000000,RANCHO SAN DIEGO BOARD AND CARE II,"TUASON, JOCELYN",,"TUASON, JOCELYN",(619) 670-6445,11945 VIA HACIENDA,EL CAJON,CA,92019.000000000000000,SAN DIEGO,8.000000000000000,6.000000000000000,CLOSED,5/2/1993 0:00:00,4/3/2025 0:00:00,4/3/2025 0:00:00,2.000000000000000,0.000000000000000,1.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6350482.000000000000000,1852832.000000000000000
17,RESIDENTIAL CARE ELDERLY,370804865.000000000000000,CARROLLS RESIDENTIAL CARE,"MEYERS, WILLIE ANN & DONALD M JR",,BRYAN MEYERS,(619) 444-3181,655 S MOLLISON,EL CAJON,CA,92020.000000000000000,SAN DIEGO,8.000000000000000,144.000000000000000,CLOSED,3/18/1994 0:00:00,7/19/2023 0:00:00,7/18/2025 0:00:00,1.000000000000000,15.000000000000000,4.000000000000000,20.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,27.000000000000000,0.000000000000000,1.000000000000000,25.000000000000000,1.000000000000000,6346328.000000000000000,1867713.000000000000000
18,RESIDENTIAL CARE ELDERLY,371081354.000000000000000,ELITE MANOR AMELIA,"ELITE MANOR RESIDENTIAL CARE COMPANY, LLC",,"LEE, ALAN",(858) 523-8008,1104 AMELIA PLACE,ESCONDIDO,CA,92026.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,8/1/2022 0:00:00,,8/8/2024 0:00:00,2.000000000000000,0.000000000000000,2.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6307928.000000000000000,2002546.000000000000000
19,RESIDENTIAL CARE ELDERLY,371881337.000000000000000,PARTNERS IN SENIOR LIVING,"PARTNERS IN HOME CARE, LLC",,"TOMLINSON, BRENNA",(858) 261-4639,2657 CRISIE LANE,ESCONDIDO,CA,92025.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,10/11/2022 0:00:00,,10/11/2024 0:00:00,2.000000000000000,0.000000000000000,2.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6315982.000000000000000,1976242.000000000000000
20,RESIDENTIAL CARE ELDERLY,371881341.000000000000000,KELLY'S SUNSET VILLA,"K&K SENIOR CARE SPECIALISTS, INC.",,"WELKER, KELLY D",(619) 504-5049,1205 SUNSET HEIGHTS ROAD,ESCONDIDO,CA,92026.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,4/8/2023 0:00:00,,4/14/2025 0:00:00,2.000000000000000,0.000000000000000,2.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6297667.000000000000000,1999839.000000000000000
21,RESIDENTIAL CARE ELDERLY,371881347.000000000000000,KELLY'S ALMAGRO VILLA,"K&K SENIOR CARE SPECIALISTS, INC.",,"WELKER, KELLY",(619) 504-5049,1889 ALMAGRO LANE,ESCONDIDO,CA,92026.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,2/14/2023 0:00:00,,2/19/2025 0:00:00,2.000000000000000,0.000000000000000,3.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6297812.000000000000000,1999600.000000000000000
22,RESIDENTIAL CARE ELDERLY,371881350.000000000000000,CORAL TREE CARE,CORAL TREE CARE LLC,,"MORRISON, VAL M",(310) 733-6727,3549 HOLLYBERRY DRIVE,VISTA,CA,92084.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,CLOSED,6/23/2022 0:00:00,12/4/2024 0:00:00,12/12/2024 0:00:00,2.000000000000000,0.000000000000000,1.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6275969.000000000000000,2013674.000000000000000
23,RESIDENTIAL CARE ELDERLY,371881361.000000000000000,QUIET HILLS LIVING,"OM SAI RAMM, LLC",,"BLAKE, MARY ANN",(760) 270-2075,884 GRETNA GREEN WAY,ESCONDIDO,CA,92025.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,CLOSED,8/31/2022 0:00:00,6/16/2023 0:00:00,6/20/2023 0:00:00,0.000000000000000,6.000000000000000,2.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,4.000000000000000,12.000000000000000,0.000000000000000,5.000000000000000,7.000000000000000,0.000000000000000,6316689.000000000000000,1976368.000000000000000
24,RESIDENTIAL CARE ELDERLY,371881362.000000000000000,GOLDEN SUNSET VILLA SENIOR LIVING,"GOLDEN SUNSET VILLA, LLC",,"LU, MARK",(858) 397-8381,1995 SUNSET DRIVE,ESCONDIDO,CA,92025.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,10/17/2022 0:00:00,,10/15/2024 0:00:00,2.000000000000000,0.000000000000000,3.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6311057.000000000000000,1980922.000000000000000
25,RESIDENTIAL CARE ELDERLY,371881364.000000000000000,ELITE MANOR MELBOURNE,"ELITE MANOR RESIDENTIAL CARE COMPANY, LLC",,"LEE, ALAN",(858) 523-8008,328 MELBOURNE GLEN,ESCONDIDO,CA,92026.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,11/22/2022 0:00:00,,11/24/2025 0:00:00,3.000000000000000,0.000000000000000,2.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6305074.000000000000000,2006327.000000000000000
26,RESIDENTIAL CARE ELDERLY,371881376.000000000000000,ESCONDIDO RETIREMENT GARDEN,"WILLIAMS, MERCELITA",,"WILLIAMS, MERCELITA",(760) 975-3158,819 N. ROSE STREET,ESCONDIDO,CA,92027.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,2/16/2023 0:00:00,,2/19/2025 0:00:00,2.000000000000000,0.000000000000000,1.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6312506.000000000000000,1995739.000000000000000
27,RESIDENTIAL CARE ELDERLY,371881380.000000000000000,COUNTRY GARDENS,ANGEL OF CARE INC,,"CASTELLANOS, JENNY",(951) 216-8130,1504 HILLCREST LANE,FALLBROOK,CA,92028.000000000000000,SAN DIEGO,18.000000000000000,16.000000000000000,LICENSED,1/17/2023 0:00:00,,1/17/2025 0:00:00,2.000000000000000,0.000000000000000,2.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6261984.000000000000000,2087492.000000000000000
28,RESIDENTIAL CARE ELDERLY,371881385.000000000000000,ALMA'S JOYFUL LIVING HOME CARE,"PAREL, AILEEN JOY",,"PAREL, AILEEN",(760) 591-9294,802 ORLA STREET,SAN MARCOS,CA,92069.000000000000000,SAN DIEGO,18.000000000000000,3.000000000000000,LICENSED,12/4/2023 0:00:00,,12/4/2024 0:00:00,1.000000000000000,0.000000000000000,2.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6285217.000000000000000,2001775.000000000000000
29,RESIDENTIAL CARE ELDERLY,371881394.000000000000000,DOLORE HOME,"DOLORE HOME, LLC",,LUONG DAO,(760) 294-9805,1412 DOLORE PLACE,ESCONDIDO,CA,92027.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,2/24/2023 0:00:00,,12/1/2025 0:00:00,3.000000000000000,0.000000000000000,3.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6310019.000000000000000,1998913.000000000000000
30,RESIDENTIAL CARE ELDERLY,371881413.000000000000000,ESCONDIDO AUTUMN CARE,"ANN MARIE MARVIN, LLC",,"MARVIN, ANN MARIE",(619) 252-9155,1312 E MISSION AVE,ESCONDIDO,CA,92027.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,CLOSED,6/12/2023 0:00:00,1/17/2024 0:00:00,1/23/2024 0:00:00,0.000000000000000,2.000000000000000,4.000000000000000,6.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,2.000000000000000,6311325.000000000000000,1994790.000000000000000
31,RESIDENTIAL CARE ELDERLY,371881418.000000000000000,VILLA BERNARDO,VILLA BERNARDO OPCO LLC,,LYNN DRUMMOND,(858) 925-8858,2960 BERNARDO AVE,ESCONDIDO,CA,92029.000000000000000,SAN DIEGO,18.000000000000000,10.000000000000000,LICENSED,6/21/2023 0:00:00,,11/25/2025 0:00:00,0.000000000000000,1.000000000000000,2.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,1.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,6303859.000000000000000,1973631.000000000000000
32,RESIDENTIAL CARE ELDERLY,371881419.000000000000000,FALLBROOK GARDENS LIMITED,LAWRENCE B TOTANES,,"TOTANES, TOM",(760) 723-0089,1810 E ALVARADO ST,FALLBROOK,CA,92028.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,CLOSED,,8/31/2023 0:00:00,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6264100.000000000000000,2084220.000000000000000
33,RESIDENTIAL CARE ELDERLY,371881424.000000000000000,ESCONDIDO ELDER CARE,ESCONDIDO ELDER CARE LLC,,"RATHI, GAURAV",(619) 791-5495,135 S TULIP ST,ESCONDIDO,CA,92025.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,9/12/2023 0:00:00,,12/22/2025 0:00:00,2.000000000000000,3.000000000000000,3.000000000000000,8.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,0.000000000000000,5.000000000000000,0.000000000000000,6303778.000000000000000,1986757.000000000000000
34,RESIDENTIAL CARE ELDERLY,371881428.000000000000000,MOTHER DOLOROSA HOME CARE,EL NORTE HOME CARE CO.,,"RAMIREZ, JOSE RICARDO L.",(442) 278-1004,29533 MACTAN ROAD,VALLEY CENTER,CA,92082.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,9/13/2023 0:00:00,,9/12/2025 0:00:00,2.000000000000000,0.000000000000000,2.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6336010.000000000000000,2035675.000000000000000
35,RESIDENTIAL CARE ELDERLY,371881431.000000000000000,"JOY AND LOVE HOME CARE, LLC","JOY AND LOVE HOME CARE, LLC",,"SARAPAT, AILA J.",(661) 754-0261,1178 EVERGREEN LANE,VISTA,CA,92084.000000000000000,SAN DIEGO,18.000000000000000,18.000000000000000,LICENSED,5/12/2023 0:00:00,,12/5/2025 0:00:00,2.000000000000000,9.000000000000000,2.000000000000000,13.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,19.000000000000000,0.000000000000000,0.000000000000000,17.000000000000000,2.000000000000000,6261843.000000000000000,2037992.000000000000000
36,RESIDENTIAL CARE ELDERLY,371881438.000000000000000,KAMERON PLACE,KAMERON PLACE LLC,,"REMOT, DHANA C.",(727) 687-9431,794 MARSOPA DRIVE,VISTA,CA,92081.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,10/31/2023 0:00:00,,5/13/2025 0:00:00,1.000000000000000,0.000000000000000,2.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6252134.000000000000000,2012469.000000000000000
37,RESIDENTIAL CARE ELDERLY,371881440.000000000000000,ANA'S ELDER CARE,HSBR CARE,,"SIVCEV, KATARINA-NASTASJA",(760) 420-0702,1828 PASEO DEL LAGO DRIVE,VISTA,CA,92081.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,9/7/2023 0:00:00,,6/27/2025 0:00:00,1.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,6254660.000000000000000,2004204.000000000000000
38,RESIDENTIAL CARE ELDERLY,371881447.000000000000000,CASA ZAGARA INC.,"CASA ZAGARA, INC.",,TERRI ALCANTARA,(760) 419-5665,2043 VISTA VALLE VERDE DR,FALLBROOK,CA,92028.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,12/14/2023 0:00:00,,12/16/2024 0:00:00,1.000000000000000,1.000000000000000,1.000000000000000,3.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,0.000000000000000,1.000000000000000,0.000000000000000,6267087.000000000000000,2066867.000000000000000
39,RESIDENTIAL CARE ELDERLY,371881453.000000000000000,PRESENT MOMENTS SENIOR LIVING LLC,PRESENT MOMENTS SENIOR LIVING LLC,,"GLADDEN, AMY",(951) 662-5688,1582 SUNRISE DR,VISTA,CA,92084.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,10/20/2023 0:00:00,,10/10/2024 0:00:00,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6266252.000000000000000,2017554.000000000000000
40,RESIDENTIAL CARE ELDERLY,371881458.000000000000000,VISTA ELDER CARE,GOLDEN DAYS CO.,,"SUBOTIC, NIKOLA",(760) 828-7226,1756 CLUB HEIGHTS LN,VISTA,CA,92081.000000000000000,SAN DIEGO,18.000000000000000,6.000000000000000,LICENSED,10/16/2023 0:00:00,,10/11/2024 0:00:00,1.000000000000000,1.000000000000000,2.000000000000000,4.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,0.000000000000000,2.000000000000000,0.000000000000000,6257843.000000000000000,2002819.000000000000000
41,RESIDENTIAL CARE ELDERLY,371881460.000000000000000,MAJELLA ASSISTED LIVING OF ESCONDIDO,"MAJELLA ASSISTED LIVING, LLC.",,"MORRISON, JIM",(760) 216-6344,1220 AVOCADO AVE.,ESCONDIDO,CA,92026.000000000000000,SAN DIEGO,18.000000000000000,12.000000000000000,CLOSED,,5/14/2024 0:00:00,,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6302249.000000000000000,1994039.000000000000000
