"account_key","account_status","date_account_creation","date_cert_expiration","date_cert_effective","business_owner_name","ownership_type","date_business_start","dba_name","naics_sector","naics_code","naics_description","address_no","address_pd","address_road","address_sfx","address_no_fraction","address_city","address_state","address_zip","address_suite","address_pmb_box","address_po_box","bid","council_district","lat","lng"
"1974000267.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","STANDARD PLUMBING AND INDUSTRIAL SUPPLY CO","CORP","1974-07-01 12:00:00","STANDARD PLUMBING AND INDUSTRIAL SUPPLY CO","42","4217","HARDWARE, & PLUMB & HEATING EQUIP & SUP WHSLE","3864","","40TH","ST","","SAN DIEGO","CA","92105-2424","","","","14.0","9.0","32.74844081","-117.1094803"
"1974000339.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","X H D CORPORATION","CORP","1974-07-01 12:00:00","X H D CORPORATION","52","52393","INVESTMENT ADVICE","1355","","INSPIRATION","DR","","LA JOLLA","CA","92037-6811","","","","","","32.825527","-117.26292"
"1974000383.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","PAVEL ECKSTEIN & OLEKSY","PARTNR","1974-07-01 12:00:00","CENTER FOR ORAL & FACIAL SURGERY","62","6212","OFFICES OF DENTISTS","306","","WALNUT","AVE","","SAN DIEGO","CA","92103-4980","26","","","18.0","3.0","32.74151565","-117.1621344"
"1974000395.0","Active","1974-07-01 12:00:00","2026-06-30 00:00:00","2025-07-01 00:00:00","KPMG LLP","PARTNR","1974-07-01 12:00:00","KPMG LLP","54","541211","OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS","4655","","EXECUTIVE","DR","","SAN DIEGO","CA","92121-3132","1100","","","","1.0","32.876785","-117.206955"
"1974000448.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","ERNST & YOUNG LLP","LP","1974-07-01 12:00:00","ERNST & YOUNG LLP","54","541211","OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS","1201","","ELM","ST","","DALLAS","TX","75270-2102","1200","","","","","32.780838","-96.802155"
"1974000452.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","NEIL DYMOTT HUDSON A PROFESSIONAL LAW CORPORATION","CORP","1974-07-01 12:00:00","NEIL DYMOTT HUDSON A PROFESSIONAL LAW CORPORATION","54","5411","LEGAL SERVICES","110","W","A","ST","","SAN DIEGO","CA","92101-3772","1200","","","","3.0","32.71883434262204","-117.16399325272158"
"1974000455.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","MERRILL LYNCH PIERCE FENNER & SMITH INC","CORP","1974-07-01 00:00:00","MERRILL LYNCH PIERCE FENNER & SMITH INC","52","52393","INVESTMENT ADVICE","401","N","TRYON ST NC1-021-06","","","CHARLOTTE","NC","28255-0001","","","","","","35.2301555","-80.8392061"
"1974000465.0","Active","1974-07-01 12:00:00","2026-06-30 00:00:00","2025-07-01 00:00:00","KEENEY/WAITE","CORP","1974-07-01 12:00:00","KEENEY WAITE & STEVENS","54","5411","LEGAL SERVICES","402","W","BROADWAY","","","SAN DIEGO","CA","92101-8509","1820","","","","3.0","32.7157508","-117.1610358"
"1974000471.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","SELTZER CAPLAN WILKINS & MCMAHON","CORP","1974-07-01 12:00:00","SELTZER CAPLAN MCMAHON VITEK","54","5411","LEGAL SERVICES","750","","B","ST","","SAN DIEGO","CA","92101-8177","2100","","","4.0","3.0","32.71786987","-117.1578886"
"1974000483.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","PROCOPIO A T  ET AL","PARTNR","1974-07-01 12:00:00","PROCOPIO CORY HARGREAVES & SAVITCH","54","5411","LEGAL SERVICES","525","","B","ST","","SAN DIEGO","CA","92101-4474","2200","","","4.0","3.0","32.71775576","-117.159941"
"1974000492.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","HIGGS FLETCHER & MACK LLP","PARTNR","1974-07-01 12:00:00","HIGGS FLETCHER & MACK LLP","54","5411","LEGAL SERVICES","401","W","A","ST","","SAN DIEGO","CA","92101-7913","2600","","","","3.0","32.7187932","-117.1610819"
"1974000524.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","ANDREW J DEMEYER DDS INC","CORP","1974-07-01 12:00:00","MISSION BOULEVARD DENTAL GROUP","62","6212","OFFICES OF DENTISTS","4707","","MISSION","BLVD","","SAN DIEGO","CA","92109-2535","","","","24.0","2.0","32.79952235","-117.256323"
"1974000529.0","Active","1974-07-01 12:00:00","2026-09-30 12:00:00","2025-10-01 12:00:00","EASTERN MOUNTAIN OPTICS","CORP","1974-07-01 12:00:00","BAKER MARINE INSTRUMENT","45","4539","OTHER MISCELLANEOUS STORE RETAILERS","2425","","SHELTER ISLAND","DR","","SAN DIEGO","CA","92106-3111","","","","","2.0","32.71880865","-117.2247372"
"1974000540.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","ALLISON MCCLOSKEY ESCROW","CORP","1974-07-01 12:00:00","ALLISON-MCCLOSKEY ESCROW COMPANY","53","53139","OTHER ACTIVITIES RELATED TO REAL ESTATE","4820","","EL CAJON","BLVD","","SAN DIEGO","CA","92115-4649","","","","13.0","9.0","32.75633457","-117.0906544"
"1974000587.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","T B PENICK & SONS INC","CORP","1974-07-01 12:00:00","T B PENICK & SONS INC","23","233","BUILDING, DEVELOPING & GENERAL CONTRACTING","13280","","EVENING CREEK","DR","","SAN DIEGO","CA","92128-4109","100","","","","5.0","32.957923","-117.0968263"
"1974000623.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","CENTRAL MEAT & PROVISION CO INC","CORP","1974-07-01 12:00:00","CENTRAL MEAT & PROVISION CO INC","42","4224","GROCERY & RELATED PRODUCT WHSLE","1603","","NATIONAL","AVE","","SAN DIEGO","CA","92113-1008","","","","","8.0","32.70402386","-117.1500243"
"1974000664.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","GIBBS FLYING SERVICE INC","CORP","1974-07-01 12:00:00","GIBBS FLYING SERVICE INC","45","45299","ALL OTHER GENERAL MERCHANDISE STORES","8906","","AERO","DR","","SAN DIEGO","CA","92123-2204","","","","","6.0","32.80982005","-117.1364978"
"1974000725.0","Active","1974-07-01 12:00:00","2026-09-30 12:00:00","2025-10-01 12:00:00","SPANISH VILLAGE ART CENTER INC","CORP","1974-07-01 12:00:00","GALLERY 21","44","44229","OTHER HOME FURNISHINGS STORES","415","","LAUREL","ST","","SAN DIEGO","CA","92101-1623","A","","","","3.0","32.73132895","-117.1610509"
"1974000785.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","ALLISON MCCLOSKEY ESCROW","CORP","1974-07-01 12:00:00","ALLISON-MCCLOSKEY ESCROW COMPANY","53","53139","OTHER ACTIVITIES RELATED TO REAL ESTATE","15480","EL","CAPITAIN REAL","LN","","EL CAJON","CA","92021","","","","","6.0","32.865593","-116.84001"
"1974000865.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","HILL BROTHERS CHEMICAL CO","CORP","1974-07-01 12:00:00","HILL BROTHERS CHEMICAL CO","45","4539","OTHER MISCELLANEOUS STORE RETAILERS","21639","N","12TH","AVE","","PHOENIX","AZ","85027-2802","100","","","","","33.682106438943","-112.088346544328"
"1974000871.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","SAN DIEGO SCAFFOLD COMPANY INC","CORP","1974-07-01 12:00:00","SAN DIEGO SCAFFOLD COMPANY INC","54","5419","OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE","3366","","NATIONAL","AVE","","SAN DIEGO","CA","92113-2639","","","","","8.0","32.69603697","-117.1217203"
"1974000888.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","COAST CITRUS DISTRIBUTOR","CORP","1974-07-01 12:00:00","COAST CITRUS DISTRIBUTORS","42","4224","GROCERY & RELATED PRODUCT WHSLE","7597","","BRISTOW","CT","","SAN DIEGO","CA","92154-7419","","","","","8.0","32.55164229","-116.97764440000002"
"1974000917.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","YALE EUGENE P","PARTNR","1974-07-01 12:00:00","YALE & BAUMGARTEN LLP","54","5411","LEGAL SERVICES","1450","","FRAZEE","RD","","SAN DIEGO","CA","92108-4385","403","","","","7.0","32.77340967","-117.1585062"
"1974000991.0","Active","1974-07-01 12:00:00","2026-09-30 12:00:00","2025-10-01 12:00:00","WALTER E FIEDLER INC","CORP","1974-07-01 12:00:00","WALTER E FIEDLER INC","23","2332","RESIDENTIAL BUILDING CONSTRUCTION","4895","","SAVANNAH","ST","","SAN DIEGO","CA","92110-3824","","","","25.0","2.0","32.77145132","-117.2027976"
"1974001047.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","WESTERN SAFE & VAULT COMPANY INC","CORP","1974-07-01 12:00:00","WESTERN SAFE & VAULT COMPANY","44","442","FURNITURE & HOME FURNISHINGS STORES","7711","","RONSON","RD","","SAN DIEGO","CA","92111-1513","","","","","6.0","32.82897461","-117.1545056"
"1974001052.0","Active","1974-07-01 12:00:00","2026-06-30 00:00:00","2025-07-01 00:00:00","CUBIC CORPORATION","CORP","1974-07-01 12:00:00","CUBIC CORP HEADQUATERS","54","541","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES","9233","","BALBOA","AVE","","SAN DIEGO","CA","92123-1513","","","","","6.0","32.82221592","-117.1313677"
"1974001124.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","STEVEN LEAFDALE","SOLE","1974-07-01 12:00:00","C LEAFDALE PLUMBING","54","54199","ALL OTH PROF, SCIENTIFIC & TECHNICAL SERVICES","2775","","KURTZ","ST","","SAN DIEGO","CA","92110-3110","8","","","27.0","2.0","32.75071926","-117.2014108"
"1974001127.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","R E STAITE ENGINEERING INC","CORP","1974-07-01 12:00:00","R E STAITE ENGINEERING INC","23","233","BUILDING, DEVELOPING & GENERAL CONTRACTING","2145","E","BELT","ST","","SAN DIEGO","CA","92113-2213","","","","","","32.694515","-117.145424"
"1974001134.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","FISHERMAN'S LANDING CORP","CORP","1974-07-01 12:00:00","FISHERMAN'S LANDING CORP","44","445299","ALL OTHER SPECIALTY FOOD STORES","2838","","GARRISON","ST","","SAN DIEGO","CA","92106-2720","","","","","2.0","32.72503596","-117.2274185"
"1974001157.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","CASS PLUMBING & HEATING","CORP","1974-07-01 12:00:00","CASS PLUMBING & HEATING","23","23511","PLUMBING, HEATING & AC CONTRACTOR","1306","","TRIESTE","DR","","SAN DIEGO","CA","92107-3950","","","","","2.0","32.73047665","-117.2478468"
"1974001160.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","SHELTER ISLAND INC","CORP","1974-07-01 12:00:00","BALI HAI","72","722","FOOD SERVICES & DRINKING PLACES","2230","","SHELTER ISLAND","DR","","SAN DIEGO","CA","92106-3108","","","","","2.0","32.719424","-117.2204216"
"1974001161.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","MKL 2005 INC","CORP","1974-07-01 12:00:00","MKL 2005 INC","23","233","BUILDING, DEVELOPING & GENERAL CONTRACTING","5109","","WARING","RD","","SAN DIEGO","CA","92120-2705","","","","","7.0","32.79089292","-117.0824342"
"1974001168.0","Active","1974-07-01 12:00:00","2026-06-30 00:00:00","2025-07-01 00:00:00","AMBLER TOURS & TRAVEL SERVICE INC","CORP","1974-07-01 12:00:00","AMBLER TOURS & TRAVEL SERVICE INC","48","488999","ALL OTHER TRANSPORTATION SUPPORT ACTIVITIES","5136","","CAMINO PLAYA DE ORO","","","SAN DIEGO","CA","92124-4131","","","","","7.0","32.83640824","-117.087643"
"1974001203.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","NATIONAL PETROLEUM INC","CORP","1974-07-01 12:00:00","NATIONAL PETROLEUM INC","42","42199","OTHER MISCELLANEOUS DURABLE GOODS WHSLE","1616","","INDUSTRIAL","BLVD","","CHULA VISTA","CA","91911-3943","104","","","","","32.59779211","-117.0841386"
"1974001215.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","PETERSON & PRICE APC","CORP","1974-07-01 12:00:00","PETERSON & PRICE","54","5411","LEGAL SERVICES","402","W","BROADWAY","","","SAN DIEGO","CA","92101-8508","1220","","","","3.0","32.7157508","-117.1610358"
"1974001259.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","POINT LOMA  SPORTFISHING ASSOCIATION OF SAN DIEGO","CORP","1974-07-01 12:00:00","P L SPORTFISHING ASSOCIATION","48","4831","DEEP SEA, COASTAL & GREAT LAKES WATER TRANS","1403","","SCOTT","ST","","SAN DIEGO","CA","92106-2728","","","","","2.0","32.72437249","-117.2277861"
"1974001263.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","DAVIES ELECTRIC COMPANY INC","CORP","1974-07-01 12:00:00","DAVIES ELECTRIC COMPANY INC","23","2353","ELECTRICAL CONTRACTORS","9085","","KENAMAR","DR","","SAN DIEGO","CA","92121-2421","","","","","6.0","32.8884928","-117.1553683"
"1974001273.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","FLORENTINE TILE COMPANY INC","CORP","1974-07-01 12:00:00","FLORENTINE COMPANY","23","23599","ALL OTHER SPECIAL TRADE CONTRACTORS","5353","","BANKS","ST","","SAN DIEGO","CA","92110-4008","","","","25.0","2.0","32.76389789","-117.1989163"
"1974001330.0","Active","1974-07-01 12:00:00","2026-06-30 00:00:00","2024-07-01 12:00:00","LA JOLLA INDUSTRIES INC","CORP","1974-07-01 12:00:00","LA JOLLA INDUSTRIES INC","53","5311","LESSORS OF REAL ESTATE","7598","","EADS","AVE","","LA JOLLA","CA","92037-4813","","","","","1.0","32.84141263","-117.2754525"
"1974001382.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","TED S MERRILL & SONS INC","CORP","1974-07-01 12:00:00","TED S MERRILL & SONS","23","233","BUILDING, DEVELOPING & GENERAL CONTRACTING","7777","","ALVARADO","RD","","LA MESA","CA","91942-8248","408A","","","","","32.77246353","-117.0311863"
"1974001388.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","GLENN A RICK ENGINEER DEVELOPMENT CO","CORP","1974-07-01 12:00:00","RICK ENGINEERING COMPANY","54","5413","ARCHITECTURAL, ENGINEERING & RELATED SERVICES","5620","","FRIARS","RD","","SAN DIEGO","CA","92110-2513","","","","","2.0","32.76441735","-117.1917065"
"1974001402.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","SAN DIEGO V INC","CORP","1974-07-01 12:00:00","VOLVO CARS SAN DIEGO","44","4411","AUTOMOBILE DEALERS","5350","","KEARNY MESA","RD","","SAN DIEGO","CA","92111-1802","","","","","6.0","32.8320168","-117.1432864"
"1974001476.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","LINN'S AUTOMOTIVE INC","CORP","1974-07-01 12:00:00","LINN'S AUTO SERVICE","81","811111","GENERAL AUTOMOTIVE REPAIR","1224","","MARLINE","AVE","","EL CAJON","CA","92021-4906","","","","","","32.805195","-116.93889"
"1974001539.0","Active","1974-07-01 12:00:00","2026-09-30 12:00:00","2025-10-01 12:00:00","LAFFERTY MICHAEL D","SOLE","1974-07-01 12:00:00","LAFFERTY TAX SERVICE","54","541211","OFFICES OF CERTIFIED PUBLIC ACCOUNTANTS","1337","","GARNET","AVE","","SAN DIEGO","CA","92109","","","","24.0","2.0","32.79867551","-117.24565049999998"
"1974001545.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","INLAND INDUSTRIES GROUP LP","PARTNR","1974-07-01 12:00:00","INLAND INDUSTRIES GROUP LP","53","53131","REAL ESTATE PROPERTY MANAGERS","2411","","02ND","AVE","","SAN DIEGO","CA","92101-1507","","","","","3.0","32.73046717","-117.1629566"
"1974001577.0","Active","1974-07-01 12:00:00","2026-12-31 00:00:00","2026-01-01 00:00:00","TUEY/TUEY/TUEY","PARTNR","1974-07-01 12:00:00","MORENA BLVD MARKET","44","4451","GROCERY STORES","1045","","MORENA","BLVD","","SAN DIEGO","CA","92110-3913","","","","25.0","2.0","32.76826","-117.199615"
"1974001651.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","TUCKER SADLER ARCHITECTS INC","CORP","1974-07-01 12:00:00","TUCKER SADLER ARCHITECTS INC","54","5413","ARCHITECTURAL, ENGINEERING & RELATED SERVICES","1747","","HANCOCK","ST","","SAN DIEGO","CA","92101-1130","A","","","","2.0","32.741955","-117.18323"
"1974001679.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","CLAIREMONT PLUMBING SERVICE","CORP","1974-07-01 12:00:00","CLAIREMONT PLUMBING SERVICE","23","23511","PLUMBING, HEATING & AC CONTRACTOR","5354","","CONSTITUTION","RD","","SAN DIEGO","CA","92117-1235","","","","","6.0","32.84271315","-117.193306"
"1974001703.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","THE ANESTHESIA SERVICE","CORP","1974-07-01 12:00:00","ANESTHESIA SERVICE MEDICAL GROUP","62","62111","OFFICES OF PHYSICIANS","3626","","RUFFIN","RD","","SAN DIEGO","CA","92123-1810","","","","","6.0","32.8092413","-117.119246"
"1974001730.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","NORTH SAILS GROUP LLC","CORP","1974-07-01 12:00:00","NORTH SAILS ","54","541","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES","837","","SEAVIEW","AVE","","BRIDGEPORT","CT","06607-1607","","","","","","41.175648","-73.17246"
"1974001757.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","CURTIS COLEMAN CO","CORP","1974-07-01 12:00:00","CURTIS COLEMAN COMAPNY","54","541","PROFESSIONAL, SCIENTIFIC & TECHNICAL SERVICES","9939","","HIBERT","ST","","SAN DIEGO","CA","92131-1029","A","","","","5.0","32.91377788","-117.1113864"
"1974001820.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","ARTS WASHERS & DRYERS","CORP","1974-07-01 12:00:00","ARTS WASHERS & DRYERS","54","5419","OTH PROFESSIONAL/SCIENTIFIC/TECHNICAL SERVICE","2855","","ADAMS","AVE","","SAN DIEGO","CA","92116-1408","","","","10.0","3.0","32.76287","-117.13252"
"1974001914.0","Active","1974-07-01 12:00:00","2026-06-30 12:00:00","2025-07-01 12:00:00","TECH CONSTRUCTION CORP","CORP","1974-07-01 12:00:00","TECH CONSTRUCTION CORP","23","233","BUILDING, DEVELOPING & GENERAL CONTRACTING","3575","","KENYON","ST","","SAN DIEGO","CA","92110-5349","","","","","2.0","32.750343","-117.21627"
