"name","address","zip_code","type","irs_name","asset_amt","revenue_amt","administrator","phonenumber","mission_aligned"
"GRAUER FOUNDATION FOR EDUCATION DBA GRAUER SCHOOL","1500 S El Camino Real",NULL,"MISC SCHOOL","GRAUER FOUNDATION FOR EDUCATION",25916681.0,6569928.0,NULL,NULL,0
"SANYO FOODS CORPORATION OF AMERICA","1505 Lomas Santa Fe Dr","92075.0","Liquor","MENS GOLF ASSOCIATION OF LOMAS SANTA FE COUNTRY CLUB",46757.0,234400.0,NULL,NULL,0
"UNI CARE HOSPICE INC","1510 S Escondido Blvd","92025.0","Hospice","UNI CARE HOSPICE INC",2706038.0,7198960.0,NULL,NULL,0
"MOLLY'S HOUSE","15260 Villa Sierra Rd","92082.0","ADULT RESIDENTIAL","HEARTS & MINDS INC",110693.0,603047.0,"CHRISTOPHER OTTLEY","(760) 749-1562",0
"EAST COUNTY TRANSITIONAL LIVING CENTER - ECTLC ","1527 E Main St",NULL,"MOTEL FURNISHINGS","EAST COUNTY TRANSITIONAL LIVING CENTER INC",2238826.0,6306579.0,NULL,NULL,0
"ESCONDIDO HIGH SCHOOL  ","1535 N Broadway",NULL,"PUBLIC AGENCY","ESCONDIDO ATHLETIC BOOSTER FOUNDATION",0.0,0.0,NULL,NULL,0
"NATIONAL ASSOCIATION OF LETTER CARRIERS ","1535 S Escondido Blvd",NULL,"UNION","NATIONAL ASSOCIATION OF LETTER CARRIERS",397696.0,148423.0,NULL,NULL,0
"SAMPSON GREG DBA PARADISE BY THE SEA ","1537 S Coast Hwy",NULL,"MOBILE HOME PARK","MONTY PRICE FOUNDATION INC",3942.0,NULL,NULL,NULL,0
"Poway Center for the Performing Arts ","15498 Espola Rd","92064.0","RecreationalFacility","POWAY CENTER FOR THE PERFORMING ARTS FOUNDATION",2452957.0,907089.0,NULL,NULL,0
"Firehouse Museum","1572 Columbia St","92101.0","Museum","PIONEER HOOK & LADDER",954137.0,122104.0,NULL,NULL,0
"Wat Thai Buddhist Temple","159 W 11Th Ave","92025.0","ReligiousStructure_B","THAI AND SOUTHEAST ASIAN ASSOCIATION OF CALIFORNIA",6902.0,5661.0,NULL,NULL,0
"WARSCHEK&ELFARRA CPA PATHWAY CONSULTING ","1595 S Mission Rd",NULL,"ACCOUNTANT","MARINE CONSERVATION SCIENCEINSTITUTE",506862.0,NULL,NULL,NULL,0
"San Elijo Mid","1600 Schoolhouse Way","92078.0","School","SAN ELIJO MIDDLE SCHOOL BAND BOOSTER CLUB",8419.0,81340.0,NULL,NULL,0
"1601 Precision Park Ln","1601 Precision Park Ln","92173-1345","Manufacturing","CENTRO DE SALUD DE LA COMUNIDAD DE SAN YSIDRO INC",415495526.0,615881926.0,NULL,NULL,0
"Seaside Center for Spiritual Living","1613 Lake Dr","92007.0","ReligiousStructure_C","SAN DIEGUITO INTERFAITH MINISTERIAL ASSOCIATION",0.0,0.0,NULL,NULL,0
"CAJON VALLEY SCHOOL DISTRICT MADISON AVENUE SCHOOL ","1615 E Madison Ave",NULL,"PUBLIC AGENCY","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"San Elijo Elem","1615 Schoolhouse Way","92078.0","School","SAN ELIJO ELEMENTARY SCHOOL PARENT TEACHER ORGANIZATION",281198.0,278305.0,NULL,NULL,0
"VETERANS ASSOCIATION OF NORTH COUNTY","1617 Mission Ave","92054.0","Liquor","FOUNDATION FOR HOMELESS VETERANS",0.0,0.0,NULL,NULL,0
"SAN DIEGO HOUSING COMMISSION","1625 Newton Ave","92113.0","GovernmentFacility","MONARCH SCHOOL 1625 LLC",17912605.0,1026051.0,NULL,NULL,1
"BANDY CANYON RANCH CORP.","16251 Bandy Canyon Rd","92025.0","Liquor","CANYON FARM ANIMAL SANCTUARY CORP",2667.0,13924.0,NULL,NULL,0
"Tenant Parking","1629 Columbia St","92101.0","ParkingLot","ITALIAN COMMUNITY CENTER",88868.0,196078.0,NULL,NULL,0
"CORONADO YACHT CLUB","1631 Strand Way","92122.0","Liquor","CORONADO YACHT CLUB",15205394.0,6034129.0,NULL,NULL,0
"First Church of Christ Scientist","16315 Pomerado Rd","92064.0","ReligiousStructure_C","HINDU COMMUNITY CENTER OF SAN DIEGO",0.0,0.0,NULL,NULL,0
"CITY OF CARLSBAD-FARADAY CENTER","1635 Faraday Ave","92008.0","GovernmentFacility","CARLSBAD CITY MISCELLANEOUS EMPLOYEES ASSOCIATION",122360.0,64910.0,NULL,NULL,0
"AVID BEHAVIORAL DAY PROGRAM-CAPALINA","1637 Capalina Rd","92069.0","AdultDayCare","UNIVERSITY OF SAINT KATHERINE",0.0,0.0,NULL,NULL,0
"EMPOWER MSO LLC AT POSTAL ANNEX ","1637 E Valley Pkwy",NULL,"DOCTOR/OSTEOPA/CHIRO","HOPE2K9 RESCUE",23285.0,116649.0,"C/O ARJUN PASRICHA",NULL,0
"APPLE INC SAN DIEGO 20 - A0689 ","16399 W Bernardo Dr",NULL,"ELECTRONIC ASSEMBLY","TOASTMASTERS INTERNATIONAL",0.0,0.0,"MS 580-GL",NULL,0
"GEORGIA PRODUCTS INC","1642 Myra Ct","91911.0","Liquor","US-GEORGIA FRIENDSHIP ASSOCIATION INC",0.0,0.0,NULL,NULL,0
"ALLIANCE GCP LLC DBA MT WOODSON GOLF COURSE ","16422 N Woodson Dr",NULL,"MISC AMUSEMENT","MT WOODSON MILITARY & LAW ENFORCEMENT AID",0.0,0.0,NULL,NULL,0
"SAN PASQUAL SCHOOL DISTRICT","16666 San Pasqual Valley Rd","92027.0","GovernmentFacility","SAN DIEGO ARCHAEOLOGICAL CENTER",791381.0,473914.0,NULL,NULL,0
"NATURALLY DESI LLC","16769 Bernardo Center Dr","92128.0","Liquor","RANCHO BERNARDO SENIOR SERVICES",523570.0,65788.0,NULL,NULL,0
"CHAI PRESCHOOL & INFANT CENTER","16934 Chabad Way","92064.0","ChildDayCare","OUR GIVING KITCHEN SAN DIEGO INC",0.0,0.0,NULL,NULL,0
"Rancho Bernardo Swim & Tennis Club","16955 Bernardo Oaks Dr","92128.0","RecreationalFacility","RANCHO BERNARDO SWIM & TENNIS CLUB",4346672.0,2263302.0,NULL,NULL,0
"SAN DIEGUITO UNITED METHODIST PRESCHOOL","170 Calle Magdalena","92024.0","ChildDayCare","SAN DIEGO NORTH COAST SINGERS",28838.0,106649.0,NULL,NULL,0
"Church of Jesus Christ of Latter-day Saints","1701 Granite Hills Dr","92019.0","ReligiousStructure_C","KIDINNU ACADEMY",12155998.0,6751755.0,NULL,NULL,0
"North County Gymnastics","17022 Camino San Bernardo","92127.0","RecreationalFacility","NORTH COUNTY GYMNASTICS INC",12905.0,66323.0,NULL,NULL,0
"GARY AND MARY WEST SENIOR SERVICES, INC.","1706 Descanso Ave","92078.0","Community Clinic","GARY AND MARY WEST SENIOR SERVICES INC",17584543.0,47326536.0,NULL,NULL,1
"Point Loma Masonic Temple Association","1711 Sunset Cliffs Blvd","92107.0","CommunityCenter","POINT LOMA MASONIC TEMPLE ASSOCIATION INC",47106.0,103853.0,NULL,NULL,1
"GROSSMONT UNION HIGH DISTRICT GRANITE HILLS HIGH SCHOOL ","1719 E Madison Ave",NULL,"PUBLIC AGENCY","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"CALIFORNIA HIGHWAY PATROL  ","1722 E Main St",NULL,"PUBLIC AGENCY","EL CAJON 680 SQUAD CLUB INC",15004.0,56240.0,NULL,NULL,0
"BANKERS EQUITY MORTGAGE INC  ","1725 S Escondido Blvd",NULL,"LOAN/MORTGAGE","CASA COMPANION GIVING SOLUTIONS",0.0,0.0,NULL,NULL,0
"United Church of Christ (Romero Center for Border Ministries)","173 W Hall Ave","92173.0","ReligiousStructure_C","THE DANIEL F ROMERO CENTER FOR CONTEXTUAL CHANGE",0.0,0.0,NULL,NULL,0
"TRI CITY CHURCH  ","1737 W Vista Way",NULL,"MISC SCHOOL","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"AVCO CORP DBA WESTWOOD CLUB SOUTH SHORE PLAZA","17394 W Bernardo Dr",NULL,"PUBLIC AGENCY","THE WESTWOOD CLUB",3211621.0,2114332.0,NULL,NULL,0
"NEVAREZ  BERNARDO","1759 Oceanside Blvd","92054.0","Liquor","LIFE TIME INTERNATIONAL INCORPORATED",0.0,0.0,NULL,NULL,0
"Icohs College","1770 4Th Ave","92101.0","HigherEducationFacility","IEM STUDENT EXCHANGE INC",152413.0,15578.0,NULL,NULL,0
"CREATIVE CREATURE  LLC","1784 La Costa Meadows Dr","92078.0","Liquor","ELECTRIC VEHICLE LEARNING CENTER",0.0,0.0,NULL,NULL,0
"CASTELLIFV LLC","17872 Oak Grove Rd","92065.0","Liquor","CASTELLI FAMILY FOUNDATION",83006.0,NULL,NULL,NULL,0
"SAN DIEGO SOCIETY OF NATURAL HISTORY","1788 El Prado","92101.0","Liquor","SAN DIEGO SOCIETY OF NATURAL HISTORY BALBOA PARK",80852507.0,17146858.0,NULL,NULL,0
"Cabrillo National Monument","1800 Cabrillo Memorial Dr","92106.0","Park","CABRILLO NATIONAL MONUMENT FOUNDATION",1273023.0,891534.0,NULL,NULL,0
"DEHESA CHARTER SCHOOL  COMMUNITY MONTESSORI","1800 N Broadway",NULL,"MISCELLANEOUS ASSOC","FOUNDATION MATTHEW 633 INC",0.0,0.0,"C/O DOUG MILLER",NULL,1
"OCEANSIDE UNIFIED SCHOOL DISTRIC SOUTH OCEANSIDE ELEMENTARY SCHOOL","1806 S Horne St",NULL,"PUBLIC AGENCY","SOUTH OCEANSIDE ELEMENTARY PARENT TEACHER ORGANIZATION PTO",157022.0,103018.0,NULL,NULL,0
"FALLBROOK LAND CONSERVANCY  ","1815 S Stage Coach Ln",NULL,"MISCELLANEOUS ASSOC","FALLBROOK LAND CONSERVANCY",29053454.0,1811475.0,NULL,NULL,0
"VISTA DEL LAGO MEMORY CARE","1817 Avenida Del Diablo","92029.0","RESIDENTIAL CARE ELDERLY","SEQUOIA AFFORDABLE HOUSING FOUNDATION",105615.0,1885869.0,"MARIE HILL","(760) 741-2888",0
"Apostolic Assembly of the Faith in Christ Jesus","1819 Englewood Dr","91945.0","ReligiousStructure_C","IGLESIA LINAJE ESCOGIDO SAN DIEGO INC",1000.0,1000.0,NULL,NULL,0
"Alpine Community Center","1830 Alpine Blvd","91901.0","Building","THE ALPINE CLUB",1137578.0,385727.0,NULL,NULL,1
"REMY HUDSON THEATRE SEE 7068702810 ","18402 W Bernardo Dr",NULL,"MISCELLANEOUS AGENCY","ED BROWN SENIOR CENTER AT RANCHO BERNARDO",341449.0,156640.0,NULL,NULL,0
"HOPE HELP&HEALING SOUTHERN CALIFORNIA ","1855 E Vista Way",NULL,"MISC PROFESSIONAL","BREAKERS LABS INC",12708.0,265923.0,NULL,NULL,0
"CASA DE LAS CAMPANAS","18655 West Bernardo Drive","92127.0","RCFE-CONTINUING CARE RETIREMENT COMMUNITY","CASA FOUNDATION",14304863.0,1868206.0,"HARRIS, BROOKE","(858) 451-9152",1
"DG WEST 2021 LLC  ","1868 E Valley Pkwy",NULL,"MISC CONTRACTOR","ESCONDIDO CHARTER HIGH SCHOOL PARENT VOLUNTEER ORGANIZATION",15395.0,99921.0,"ATTN PROPERTY TAX PSX/JB",NULL,0
"Fleet Science Center (Reuben H)","1875 El Prado","92101.0","Museum","REUBEN H FLEET SCIENCE CENTER",14601717.0,9468540.0,NULL,NULL,0
"Rams Hill Golf Club","1881 Rams Hill Rd","92004.0","GolfCourse","RAMS HILL WOMENS GOLF CLUB INC",0.0,0.0,NULL,NULL,0
"LAS PALMAS ELEMENTARY SCHOOL  ","1900 E 18Th St",NULL,"PUBLIC AGENCY","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",0.0,0.0,NULL,NULL,0
"Pepper Dr","1935 Marlinda Way","92020.0","School","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS AND STUDENTS INC",0.0,0.0,NULL,NULL,0
"BPOE VISTA ELKS LODGE #1968  ","1947 E Vista Way",NULL,"LODGES","BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA",335767.0,570049.0,NULL,NULL,0
"OCEANSIDE YACHT CLUB INC","1950 Harbor Dr N","92054.0","Liquor","OCEANSIDE YACHT CLUB INC",604275.0,725196.0,NULL,NULL,0
"SOUTH BAY FAMILY YMCA - WOLF CANYON ELEMENTARY","1950 Wolf Canyon Loop","91913.0","ChildDayCare","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",37662.0,50217.0,NULL,NULL,0
"Civic Center Park","200 Civic Center Dr","92084.0","Park","ALTA VISTA BOTANICAL GARDENS",496172.0,381627.0,NULL,NULL,0
"A REASON TO SURVIVE INC A REASON TO SURVIVE ","200 E 12Th St",NULL,"CLUBS - SOCIAL/SERVI","A REASON TO SURVIVE",648777.0,1800258.0,NULL,NULL,0
"CENTRAL PARKING SYSTEMS INC #075-6036 ","200 W Island Ave",NULL,"AUTO PARKING","THE NEW CHILDRENS MUSEUM",20127027.0,6055866.0,NULL,NULL,0
"CALVIN CHRISTIAN SCHOOL OF ESCONDIDO INC SEE 7190408000","2000 N Broadway",NULL,"MISC SCHOOL","CALVIN CHRISTIAN SCHOOL OF ESCONDIDO INC",10364345.0,8116071.0,NULL,NULL,0
"GUAJOME PARK ACADEMY","2000 N Santa Fe Ave","92083.0","GovernmentFacility","GUAJOME PARK ACADEMY FOUNDATION",332724.0,6867.0,NULL,NULL,0
"FAA TOWER  ","2001 N Marshall Ave",NULL,"PUBLIC AGENCY","NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION",0.0,0.0,NULL,NULL,0
"SAN DIEGO AIR & SPACE MUSEUM","2001 Pan American Plz","92101.0","Liquor","SAN DIEGO AIR & SPACE MUSEUM",12283230.0,6673846.0,NULL,NULL,0
"SONS OF NORWAY NORGE LODGE NO 60 ","2006 E Vista Way",NULL,"CLUBS - SOCIAL/SERVI","NORWAY HALL FOUNDATION A NON PROFIT CALIFORNIA CORPORATION",177696.0,396456.0,NULL,NULL,0
"Coronado Unified School District Office","201 6Th St","92118.0","GovernmentFacility","CORONADO SCHOOLS FOUNDATION",12003483.0,1386183.0,NULL,NULL,0
"SAN DIEGO EAST COUNTY CHAMBER OF COMMERCE ","201 S Magnolia Ave",NULL,"MISCELLANEOUS ASSOC","SAN DIEGO EAST COUNTY CHAMBER OF COMMERCE",618269.0,755065.0,"ATTN ACCOUNTING",NULL,0
"LOYAL ORDER OF MOOSE INC #1325 ","2017 S Coast Hwy",NULL,"CLUBS - SOCIAL/SERVI","OCEANSIDELODGE NO 1325 LOYAL ORDER OF MOOSE INC",202929.0,192104.0,NULL,NULL,0
"MASONIC LODGE","203 Rocky Crest Rd","92028.0","CommunityCenter","FREE & ACCEPTED MASONS OF CALIFORNIA",1289326.0,130970.0,NULL,NULL,1
"Postal Annex","2033 San Elijo Ave","92007.0","PostOffice","LKA FOUNDATION",0.0,0.0,NULL,NULL,0
"ANTIQUE GAS&STEAM ENGINE MUSEUM INC ","2040 N Santa Fe Ave",NULL,"MISCELLANEOUS ASSOC","ANTIQUE GAS & STEAM ENGINE MUSEUM INC",1810880.0,438248.0,NULL,NULL,0
"WAT LAO BOUBPHARAM OF SAN DIEGO ","205 S 65Th St",NULL,"MISCELLANEOUS ASSOC","WAT LAO BOUBPHARAM OF SAN DIEGO",1882825.0,201553.0,NULL,NULL,0
"LAW OFFICE OF ROBERT W JACKSON DBA JACKSON&PARKINSON ","205 W Alvarado St",NULL,"ATTORNEY","BOYS AND GIRLS CLUB OF NORTH COUNTY",3633189.0,4076192.0,"C/O ROBERT W JACKSON",NULL,0
"ASSISTANCE LEAGUE OF INLAND NORTH COUNTY DBA BARGAIN BOX THRIFT SHOP&","2068 E Valley Pkwy",NULL,"CLUBS - SOCIAL/SERVI","ASSISTANCE LEAGUE OF INLAND NORTH COUNTY",2122517.0,542959.0,"CONSIGNMENT/OPER SCHOOL BELL",NULL,0
"CLASSICAL ACADEMY HIGH SCHOOL INC ","207 E Pennsylvania Ave",NULL,"MISC SCHOOL","COASTAL CONFERENCE",0.0,0.0,"ATTN SANDRA REEVE",NULL,0
"MOTHER LODE BOOKKEEPING INC  ","207 W D St",NULL,"ACCOUNTANT","ENCINITAS PRESERVATION ASSOCIATION",1315817.0,78376.0,"ATTN RICHARD ROGERS",NULL,0
"SOUTHERN CALIFORNIA SEMINARY  ","2075 E Madison Ave",NULL,"BUSINESS SCHOOL","SOUTHERN CALIFORNIA SEMINARY",900374.0,2549644.0,NULL,NULL,0
"SILVER GATE YACHT CLUB","2091 Shelter Island Dr","92106.0","Liquor","SILVER GATE YACHT CLUB",5998139.0,1576864.0,NULL,NULL,0
"CITY OF ESCONDIDO PARK AVE COMMUNITY CENTER ","210 E Park Ave",NULL,"PUBLIC AGENCY","SENIOR ANGLERS OF ESCONDIDO",0.0,0.0,NULL,NULL,1
"AMERICAN LEGION THE SAN DIEGUITO POST 416 ","210 W F St",NULL,"INSTITUTIONAL EXEMPT","AMERICAN LEGION AUXILIARY",0.0,0.0,NULL,NULL,0
"SOLANA BEACH CHAMBER OF COMMERCE ","210 W Plaza St",NULL,"MISCELLANEOUS AGENCY","SOLANA BEACH CHAMBER OF COMMERCE",251775.0,639945.0,NULL,NULL,0
"Shadow Mountain Community Church","2100 Greenfield Dr","92019.0","ReligiousStructure_C","CHRISTIAN UNIFIED SCHOOLS OF SAN DIEGO",8667167.0,23284068.0,NULL,NULL,1
"SEACREST HOME HEALTH","211 Saxony Rd","92024.0","Home Health Agency","JEWISH HOME CARE SERVICES INC A CALIF NON-PROFIT BENE CORP",660664.0,1631902.0,NULL,NULL,1
"LEICHTAG FAMILY ASSISTED LIVING RESIDENCE","211 Saxony Road","92024.0","RESIDENTIAL CARE ELDERLY","SAN DIEGO HEBREW HOMES",43026734.0,23783278.0,"CARL MEASER","(760) 632-0081",0
"ST MADELEINE SOPHIES CENTER TRAINING CENTER ","2119 E Madison Ave",NULL,"MISCELLANEOUS ASSOC","ST MADELEINE SOPHIES TRAINING CENTER",14839538.0,10604022.0,NULL,NULL,0
"VFW SAN MARCOS MEMORIAL POST 3795","212 W Mission Rd","92069.0","Liquor","VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY",0.0,0.0,NULL,NULL,0
"LOPEZ AGULERA PABLO ANGEL& CHAVEZ STEPHANIE DBA SURFACE SOLUTIONS","2120 W Mission Rd",NULL,"MISC CONTRACTOR","PALOMAR GEM AND MINERAL CLUB INC",0.0,0.0,NULL,NULL,0
"MCDANIEL BROTHERS PTNRSHP SEE 7397170000 ","2141 S Mission Rd",NULL,"MISCELLANEOUS AGENCY","FALLBROOK AERO CLUB",0.0,0.0,NULL,NULL,0
"Old Town Post Office","2150 Comstock St","92111.0","PostOffice","LINDA VISTA VILLAGE SAN DIEGO HOMEOWNERS ASSOCIATION",0.0,0.0,NULL,NULL,0
"Diegueno","2150 Village Park Way","92024.0","School","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",41067.0,79610.0,NULL,NULL,0
"House of Israel Balboa Park","2156 Pan American Plaza","92101.0","ReligiousStructure_J","HOUSE OF ISRAEL BALBOA PARK",0.0,0.0,NULL,NULL,0
"City of Praise","2160 Fletcher Pkwy","92020.0","ReligiousStructure_C","MAN ALIVE MINISTRIES INC",0.0,0.0,NULL,NULL,0
"DRJ 6 LLC","2168 Avenida De La Playa","92037.0","Liquor","LA JOLLA SHORES BUSINESS ASSOCIATION INC",13067.0,51390.0,NULL,NULL,0
"Hope City","2169 Green Canyon Rd","92028.0","School","BRING ME HOPE FOUNDATION",69699.0,105479.0,NULL,NULL,0
"Barrio Station Non-Profit","2175 Newton Ave","92113.0","RecreationalFacility","BARRIO STATION",430912.0,358745.0,NULL,NULL,0
"JOHN PAUL THE GREAT CATHOLIC UNIVERSITY SEE 7430064738","220 W Grand Ave",NULL,"MISC SCHOOL","JOHN PAUL THE GREAT CATHOLIC UNIVERSITY",14267330.0,9184767.0,NULL,NULL,0
"GLEN VIEW ELEMENTARY SCHOOL  ","2201 E Mission Ave",NULL,"PUBLIC AGENCY","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS AND STUDENTS INC",0.0,0.0,NULL,NULL,0
"EL CHAPARRAL LLC","2215 30Th St","92104.0","Liquor","SOUTH PARK BUSINESS GROUP INC",51418.0,54589.0,NULL,NULL,0
"Coastline Community Church","2215 Calle Barcelona","92009.0","ReligiousStructure_C","OAKS CLASSICAL ACADEMY CORP",0.0,0.0,NULL,NULL,1
"PAPAGAYOS GRILL INC","2220 Otay Lakes Rd","91915.0","Liquor","PUPPY PROMISE",0.0,0.0,NULL,NULL,0
"Morley Field Sports Complex","2221 Morley Field Dr","92101.0","RecreationalFacility","DREAM TEAM HJKTENNIS",0.0,0.0,NULL,NULL,0
"Rosicrucian Fellowship","2222 Mission Ave","92054.0","ReligiousStructure_C","ROSICRUCIAN FELLOWSHIP",461625.0,136331.0,NULL,NULL,0
"FALLBROOK UNION HIGH SCHOOL DISTRICT OFFICE ","2234 S Stage Coach Ln",NULL,"PUBLIC AGENCY","MAGEE SCHOLARSHIP TR",399395.0,NULL,NULL,NULL,0
"Point Loma Knights","2244 Bacon St","92107.0","CommunityCenter","POINT LOMA KNIGHTS INC",0.0,0.0,NULL,NULL,1
"V F W POST 3783","2247 Kelly Ave","92065.0","Liquor","AMERICAN LEGION POST",0.0,0.0,NULL,NULL,0
"DEL MAR UNION DISTRICT OFFICE","225 9Th St","92014.0","GovernmentFacility","DEL MAR FOUNDAION",10301310.0,717048.0,NULL,NULL,0
"California Western School of Law","225 Cedar St","92101.0","HigherEducationFacility","CALIFORNIA WESTERN SCHOOL OF LAW",77247675.0,46171819.0,NULL,NULL,0
"ORTLIEB RANDOPLH W PALOMAR LAW GROUP ","225 E 3Rd Ave",NULL,"ATTORNEY","KATHERINE BAXTER MEMORIAL FOUNDATION",324594.0,NULL,NULL,NULL,0
"PREMIER FOOD SERVICES  INC.","2260 Jimmy Durante Blvd","92014.0","Liquor","DON DIEGO FUND",1211730.0,302102.0,NULL,NULL,0
"LILJEGREN SCOTT DBA LILJEGREN LAW GROUP ","228 N Broadway",NULL,"ATTORNEY","DESANTIS FOUNDATION",1525762.0,NULL,NULL,NULL,0
"J B CLARK POST VETERANS MEMORIAL BLDG ","230 E Park Ave",NULL,"MISCELLANEOUS AGENCY","AMERICAN LEGION",126090.0,125006.0,NULL,NULL,0
"LUCORE JANET DBA FALLBROOK ANIMAL SANCTUARY ","230 W Aviation Rd",NULL,"KENNELS","FALLBROOK ANIMAL SANCTUARY",832943.0,527884.0,NULL,NULL,0
"THOMAS G. GRAVELLE SR. POST NO.11387  VETERANS OF ","2312 Reo Dr","92139.0","Liquor","VETERANS OF FOREIGN WARS OF THE UNITED STATES AUXILIARY",0.0,0.0,NULL,NULL,0
"SOUTHERN CALIFORNIA AMERICAN INDIAN RESOURCE CENTER INC SCAIR","239 E Main St",NULL,"MISC PROFESSIONAL","SOUTHERN CALIFORNIA AMERICAN INDIAN RESOURCE CENTER INC",473099.0,1557610.0,NULL,NULL,0
"ESCONDIDO PUBLIC LIBRARY  ","239 S Kalmia St",NULL,"PUBLIC AGENCY","FRIENDS OF THE LIBRARY OF ESCONDIDO",219340.0,68921.0,NULL,NULL,0
"Barnett","23925 Couna Way","92065.0","School","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS",0.0,0.0,NULL,NULL,0
"PARENT INSTITUTE FOR QUALITY EDUCATION DBA PIQE","2405 E Plaza Blvd",NULL,"MISCELLANEOUS ASSOC","PARENT INSTITUTE FOR QUALITY EDUCATION INC",10257973.0,10317076.0,"ATTN CARMEN FOLTZ",NULL,0
"INSPIRATION POINT INC DBA DAVID ALAN COLLECTION ","241 S Cedros Ave",NULL,"LUMBER-RETAIL","IGNITE A FOUNDATION FOR LEARNING",0.0,0.0,"C/O DAVID BARDWICK",NULL,0
"San Vincente Resort and Golf Course","24157 San Vicente Rd","92065.0","GolfCourse","SAN DIEGO COUNTRY ESTATES ASSOCIATION LLC",10413357.0,13105141.0,NULL,NULL,0
"ELKS LODGE ESCONDIDO 1687","2430 S Escondido Blvd","92025.0","Liquor","BENEVOLENT & PROTECTIVE ORDER OF ELKS OF THE USA",1717510.0,339137.0,NULL,NULL,0
"ESCONDIDO PUBLIC LIBRARY PIONEER ROOM ","247 S Kalmia St",NULL,"PUBLIC AGENCY","PIONEER ROOM FRIENDS",0.0,0.0,NULL,NULL,0
"LAW OFFICES OF JAMES E LUND APC ","249 E 4Th Ave",NULL,"ATTORNEY","YOU ARE A FORCE FOUNDATION",0.0,0.0,NULL,NULL,0
"Dukes","24908 Abalar Way","92065.0","School","PTA CALIFORNIA CONGRESS OF PARENTS TEACHERS & STUDENTS INC",42970.0,61312.0,NULL,NULL,0
"HASALI CORPORATION DBA SAVON FLOORING ","2521 S Vista Way",NULL,"MISC PROFESSIONAL","HOMELESS NEXT DOOR",0.0,0.0,NULL,NULL,0
"Carlsbad Skate Park","2560 Orion Way","92010.0","RecreationalFacility","CARLSBAD EXPLORER POST 781 INC",0.0,0.0,NULL,NULL,0
"ALTERNATIVES","257 E 2Nd Ave","92025.0","Free Clinic","ALTERNATIVES",1009578.0,735904.0,NULL,NULL,0
"MOOSE LODGE ESCONDIDO 1874","25721 Jesmond Dene Rd","92026.0","Liquor","ESCONDITA CHAPT NO 1310 WOMEN OF THE MOOSE",0.0,0.0,NULL,NULL,0
"Heritage Hall","258 Beech Ave","92008.0","RecreationalFacility","THE BICENTENNIAL CARLSBAD HISTORICAL SOCIETY",0.0,0.0,NULL,NULL,0
"Sanderling Waldorf","2585 Business Park Dr","92081.0","School","WALDORF IN NORTH COASTAL INC",5007226.0,3135060.0,NULL,NULL,0
"THE ORIGINAL FISH TACO LLC ","2604 El Camino Real","92010.0","Liquor","PATRONS OF THE ARTS FOUNDATION",30432.0,107964.0,NULL,NULL,0
"SAN DIEGO MISSION BAY BOAT & SKI CL","2606 N Mission Bay Dr","92109.0","Liquor","SAN DIEGO MISSION BAY BOAT AND SKI CLUB INCORPORATED OF SAN DIEGO",458328.0,959124.0,NULL,NULL,0
"Clairemont Emmanuel Baptist Church","2610 Galveston St","92110.0","ReligiousStructure_C","SPECTRUM MINISTRIES INC",288509.0,419467.0,NULL,NULL,0
"ESCONDIDO ARTS PARTNERSHIP MUNICIPAL GALLERY ","262 E Grand Ave",NULL,"ART DEALERS","ESCONDIDO ARTS PARTNERSHIP",100811.0,151992.0,NULL,NULL,0
"Pacific Beach Tennis Club","2639 Grand Ave","92109.0","RecreationalFacility","PACIFIC BEACH TENNIS CLUB",207601.0,437880.0,NULL,NULL,0
"MISSION BAY MONTESSORI ACADEMY","2640 Soderblom Ave","92122.0","ChildDayCare","MISSION BAY MONTESSORI ACADEMY PARENTS GROUP FOUNDATION",160106.0,19261.0,NULL,NULL,0
"GEYER ELECTRONIC AMERICA INC  ","270 E Douglas Ave",NULL,"MISC PROFESSIONAL","KURDISH-AMERICAN SOCIETY INC",0.0,0.0,"TAX DEPARTMENT",NULL,0
"Norman Park","270 F St","91910.0","Park","CLUB AMISTAD",0.0,0.0,NULL,NULL,0
"SOUTHWESTERN YACHT CLUB INC","2702 Qualtrough St","92106.0","Liquor","SOUTHWESTERN YACHT CLUB",9106867.0,5964554.0,NULL,NULL,0
"GRAND CRU LIQUID ASSETS  LLC","2706 Gateway Rd","92009.0","Liquor","FRIENDS OF GREATER WORKS FOUNDATION INC",0.0,0.0,NULL,NULL,0
